,year,team1,team1_score,team2,team2_score
2867,2024,George Washington,84,VCU,82
2868,2024,Southern Utah,62,Utah Valley,80
2869,2024,UNLV,61,San Diego St.,72
2870,2024,Georgia St.,90,South Alabama,76
2871,2024,Stanford,79,Southern California,93
2872,2024,Winthrop,82,USC Upstate,80
2873,2024,Missouri St.,60,Bradley,86
2874,2024,Fla. Atlantic,68,Charlotte,70
2875,2024,Boston College,95,Georgia Tech,87
2876,2024,Duquesne,67,Loyola Chicago,72
2877,2024,Bethel (TN),61,Southeast Mo. St.,71
2878,2024,Lindenwood,57,Western Ill.,68
2879,2024,Nicholls,98,Houston Christian,94
2880,2024,App State,62,Troy,66
2881,2024,Queens (NC),77,Kennesaw St.,80
2882,2024,Prairie View,63,Grambling,69
2883,2024,Lehigh,88,Loyola Maryland,76
2884,2024,FIU,63,Jacksonville St.,70
2885,2024,Southeastern La.,73,New Orleans,68
2886,2024,Marshall,79,Texas St.,75
2887,2024,North Dakota St.,83,Eastern Wash.,91
2888,2024,Montana St.,61,South Dakota St.,89
2889,2024,Louisiana Tech,77,Sam Houston,81
2890,2024,Duke,67,Notre Dame,59
2891,2024,Ole Miss,64,Tennessee,90
2892,2024,Iowa St.,63,Oklahoma,71
2893,2024,UTRGV,89,Abilene Christian,91
2894,2024,UCF,52,Kansas St.,77
2895,2024,California Baptist,46,Seattle U,48
2896,2024,Liberty,68,Western Ky.,70
2897,2024,A&M-Corpus Christi,75,UIW,65
2898,2024,Oregon St.,72,Washington,79
2899,2024,Col. of Charleston,93,Stony Brook,87
2900,2024,Texas Southern,51,Southern U.,58
2901,2024,North Florida,78,FGCU,58
2902,2024,Austin Peay,59,Eastern Ky.,69
2903,2024,UC Riverside,75,Long Beach St.,83
2904,2024,Furman,58,Chattanooga,73
2905,2024,Alabama St.,54,Mississippi Val.,51
2906,2024,Alabama A&M,63,Ark.-Pine Bluff,62
2907,2024,Northwestern St.,70,Lamar University,90
2908,2024,Southern Ill.,71,Illinois St.,64
2909,2024,N.C. A&T,59,Elon,77
2910,2024,Nevada,72,Fresno St.,57
2911,2024,Omaha,62,Idaho St.,63
2912,2024,Portland St.,67,Kansas City,83
2913,2024,Texas Tech,78,Texas,67
2914,2024,Sacramento St.,50,St. Thomas (MN),63
2915,2024,Denver,82,Northern Colo.,86
2916,2024,Weber St.,83,Oral Roberts,78
2917,2024,Hawaii,66,CSUN,76
2918,2024,Utah,73,Arizona,92
2919,2024,Coastal Carolina,77,Louisiana,85
2920,2024,Valparaiso,64,UIC,70
2921,2024,Pacific,64,Portland,78
2922,2024,Ohio St.,65,Indiana,71
2923,2024,Colorado,73,Arizona St.,76
2924,2024,Central Ark.,84,North Ala.,81
2925,2024,Tennessee Tech,73,Southern Ind.,59
2926,2024,LSU,68,Texas A&M,53
2927,2024,Grand Canyon,75,Utah Tech,65
2928,2024,South Dakota,63,Montana,82
2929,2024,Saint Mary's (CA),68,LMU (CA),64
2930,2024,UC San Diego,76,Cal St. Fullerton,58
2931,2024,Colorado St.,72,Utah St.,77
2932,2024,San Diego,74,Gonzaga,101
2933,2024,Santa Clara,78,Pepperdine,72
2934,2024,California,66,UCLA,57
2935,2024,Wyoming,60,New Mexico,77
2936,2024,Oregon,89,Washington St.,84
2937,2024,UC Santa Barbara,61,Cal Poly,52
2938,2024,Cincinnati,71,BYU,60
2939,2024,Michigan,73,Penn St.,79
2940,2024,Wichita St.,61,Temple,68
2941,2024,Niagara,75,Iona,73
2942,2024,Massachusetts,60,Dayton,64
2943,2024,IUPUI,65,Youngstown St.,75
2944,2024,Canisius,76,Rider,79
2945,2024,Mount St. Mary's,64,Saint Peter's,70
2946,2024,Marist,61,Fairfield,82
2947,2024,Manhattan,59,Quinnipiac,76
2948,2024,South Fla.,71,UAB,75
2949,2024,Chicago St.,69,UTEP,74
2950,2024,Drake,65,Belmont,87
2951,2024,Tulsa,57,East Carolina,62
2952,2024,Indiana St.,77,UNI,66
2953,2024,Northern Ky.,85,Cleveland St.,88
2954,2024,SMU,59,Memphis,62
2955,2024,Maryland,62,Minnesota,65
2956,2024,Michigan St.,74,Northwestern,88
2957,2024,Tex. A&M-Commerce,85,New Orleans,88
2958,2024,Northeastern,62,Monmouth,81
2959,2024,McNeese,68,Northwestern St.,59
2960,2024,UMES,55,Coppin St.,58
2961,2024,Delaware St.,78,Morgan St.,66
2962,2024,Norfolk St.,58,N.C. Central,60
2963,2024,Howard,82,South Carolina St.,78
2964,2024,UIW,59,Lamar University,75
2965,2024,Houston Christian,59,A&M-Corpus Christi,81
2966,2024,Alabama St.,83,Ark.-Pine Bluff,72
2967,2024,Alabama A&M,78,Mississippi Val.,70
2968,2024,Texas Southern,54,Grambling,52
2969,2024,Prairie View,58,Southern U.,79
2970,2024,Columbia,79,Cornell,91
2971,2024,Seton Hall,74,Georgetown,70
2972,2024,Missouri,77,Kentucky,90
2973,2024,Texas,74,Cincinnati,73
2974,2024,Toledo,89,Kent St.,75
2975,2024,Wake Forest,82,Florida St.,87
2976,2024,Miami (OH),86,Buffalo,65
2977,2024,Kansas St.,81,West Virginia,67
2978,2024,Rhode Island,79,Davidson,74
2979,2024,Akron,80,Ball St.,76
2980,2024,Central Mich.,80,Eastern Mich.,64
2981,2024,Houston,53,Iowa St.,57
2982,2024,South Carolina,47,Alabama,74
2983,2024,Yale,80,Brown,70
2984,2024,VCU,54,George Mason,50
2985,2024,Ohio,78,Bowling Green,83
2986,2024,Indiana,57,Rutgers,66
2987,2024,NIU,90,Western Mich.,95
2988,2024,Southeastern La.,61,Nicholls,66
2989,2024,Richmond,58,Loyola Chicago,56
2990,2024,Oklahoma St.,73,Texas Tech,90
2991,2024,Texas A&M,55,Auburn,66
2992,2024,Vanderbilt,69,LSU,77
2993,2024,Creighton,84,DePaul,58
2994,2024,BYU,72,Baylor,81
2995,2024,Duke,75,Pittsburgh,53
2996,2024,Wyoming,59,Utah St.,83
2997,2024,Colorado St.,58,Boise St.,65
2998,2024,Purdue,72,Nebraska,88
2999,2024,Notre Dame,75,Georgia Tech,68
3000,2024,Air Force,54,Nevada,67
3001,2024,New Mexico,73,UNLV,83
3002,2024,San Diego St.,81,San Jose St.,78
3003,2024,Green Bay,68,IUPUI,58
3004,2024,Loyola Maryland,71,Army West Point,65
3005,2024,Providence,73,St. John's (NY),75
3006,2024,Purdue Fort Wayne,85,Youngstown St.,93
3007,2024,Northwestern,76,Penn St.,72
3008,2024,Lafayette,69,Colgate,64
3009,2024,La Salle,65,Massachusetts,81
3010,2024,Western Caro.,80,ETSU,66
3011,2024,Northern Ky.,65,Oakland,70
3012,2024,Chicago St.,75,FDU,74
3013,2024,Wright St.,101,Robert Morris,76
3014,2024,Kansas,60,UCF,65
3015,2024,Stetson,70,Kennesaw St.,88
3016,2024,Winthrop,81,Presbyterian,71
3017,2024,Clemson,72,Virginia Tech,87
3018,2024,Louisville,80,Miami (FL),71
3019,2024,Charleston So.,86,Gardner-Webb,74
3020,2024,FGCU,75,Queens (NC),78
3021,2024,Tulsa,76,Charlotte,84
3022,2024,Jacksonville St.,61,Liberty,51
3023,2024,The Citadel,68,Furman,82
3024,2024,UNC Asheville,79,High Point,84
3025,2024,Ga. Southern,74,Marshall,79
3026,2024,East Carolina,73,Temple,62
3027,2024,Navy,80,Holy Cross,70
3028,2024,Saint Joseph's,85,Saint Louis,88
3029,2024,Bucknell,86,Lehigh,80
3030,2024,American,68,Boston U.,72
3031,2024,Mercer,73,Wofford,74
3032,2024,Tennessee,72,Mississippi St.,77
3033,2024,Illinois St.,60,Belmont,67
3034,2024,Western Ky.,74,Sam Houston,78
3035,2024,Indiana St.,78,Drake,89
3036,2024,North Carolina,67,NC State,54
3037,2024,UTSA,101,Memphis,107
3038,2024,Southern Ill.,77,Valparaiso,68
3039,2024,Evansville,50,Bradley,86
3040,2024,Murray St.,77,Missouri St.,53
3041,2024,UIC,59,UNI,67
3042,2024,Louisiana,73,Troy,79
3043,2024,UConn,80,Xavier,75
3044,2024,Wisconsin,71,Ohio St.,60
3045,2024,Arkansas,66,Georgia,76
3046,2024,Butler,69,Marquette,62
3047,2024,Florida,85,Ole Miss,103
3048,2024,Boston College,59,Syracuse,69
3049,2024,Oklahoma,71,TCU,80
3050,2024,Washington St.,72,Southern California,64
3051,2024,Colorado,78,California,82
3052,2024,New Hampshire,79,Maine,74
3053,2024,NJIT,62,UMass Lowell,70
3054,2024,Elon,62,Col. of Charleston,80
3055,2024,William & Mary,73,Hampton,61
3056,2024,Michigan,57,Maryland,64
3057,2024,UMBC,72,Vermont,77
3058,2024,Fla. Atlantic,85,Tulane,84
3059,2024,Monmouth,56,UNCW,69
3060,2024,App State,70,Coastal Carolina,45
3061,2024,Drexel,67,N.C. A&T,63
3062,2024,South Alabama,55,James Madison,89
3063,2024,Old Dominion,70,Georgia St.,77
3064,2024,VMI,61,Chattanooga,109
3065,2024,Stony Brook,64,Towson,73
3066,2024,Binghamton,69,Bryant,77
3067,2024,Delaware,68,Campbell,62
3068,2024,New Mexico St.,67,FIU,77
3069,2024,Hofstra,68,Northeastern,71
3070,2024,Seattle U,80,UTRGV,81
3071,2024,South Dakota St.,81,St. Thomas (MN),80
3072,2024,North Dakota,61,Omaha,79
3073,2024,Southern Ind.,64,SIUE,67
3074,2024,South Dakota,66,Oral Roberts,84
3075,2024,North Dakota St.,92,Kansas City,91
3076,2024,Utah Valley,69,UT Arlington,83
3077,2024,UNC Greensboro,70,Samford,79
3078,2024,Lindenwood,74,Southeast Mo. St.,68
3079,2024,Alcorn,74,Alabama A&M,71
3080,2024,Jackson St.,73,Alabama St.,63
3081,2024,Western Ill.,73,UT Martin,64
3082,2024,Eastern Ky.,86,Central Ark.,63
3083,2024,Southern Miss.,71,ULM,58
3084,2024,Texas St.,82,Arkansas St.,85
3085,2024,Morehead St.,78,Eastern Ill.,52
3086,2024,Bellarmine,53,North Ala.,69
3087,2024,SFA,70,Utah Tech,75
3088,2024,UCLA,44,Utah,90
3089,2024,Northern Ariz.,50,Montana St.,79
3090,2024,Northern Colo.,98,Montana,92
3091,2024,Michigan St.,68,Illinois,71
3092,2024,Abilene Christian,64,Grand Canyon,74
3093,2024,CSUN,75,UC Davis,95
3094,2024,Weber St.,69,Sacramento St.,71
3095,2024,Louisiana Tech,60,Middle Tenn.,52
3096,2024,Radford,69,Longwood,58
3097,2024,Gonzaga,76,Santa Clara,77
3098,2024,Pacific,78,Pepperdine,93
3099,2024,CSU Bakersfield,64,UC Santa Barbara,66
3100,2024,San Francisco,83,San Diego,63
3101,2024,Idaho St.,69,Portland St.,63
3102,2024,Tarleton St.,63,California Baptist,77
3103,2024,Long Beach St.,74,UC San Diego,88
3104,2024,Cal Poly,56,UC Riverside,71
3105,2024,Portland,52,Saint Mary's (CA),95
3106,2024,Stanford,88,Oregon St.,84
3107,2024,Arizona St.,67,Washington,82
3108,2024,UC Irvine,60,Hawaii,50
3109,2024,Cleveland St.,80,Milwaukee,88
3110,2024,Minnesota,62,Indiana,74
3111,2024,Buffalo,59,Akron,76
3112,2024,Rice,73,South Fla.,81
3113,2024,Fairfield,72,Niagara,96
3114,2024,Purdue Fort Wayne,88,Robert Morris,91
3115,2024,FGCU,75,Kennesaw St.,78
3116,2024,Quinnipiac,66,Marist,55
3117,2024,Manhattan,58,Rider,71
3118,2024,Jacksonville,74,North Florida,82
3119,2024,Siena,63,Canisius,67
3120,2024,Dayton,72,Duquesne,62
3121,2024,Stetson,84,Queens (NC),66
3122,2024,DePaul,69,Villanova,94
3123,2024,Wright St.,71,Youngstown St.,81
3124,2024,Nebraska,76,Iowa,94
3125,2024,Boise St.,64,Nevada,56
3126,2024,Northwestern,63,Wisconsin,71
3127,2024,Ohio,79,Western Mich.,81
3128,2024,Towson,59,Northeastern,67
3129,2024,Seton Hall,78,Butler,72
3130,2024,NC State,89,Louisville,83
3131,2024,Syracuse,67,North Carolina,103
3132,2024,Morehead St.,48,SIUE,61
3133,2024,Tennessee,85,Georgia,79
3134,2024,VCU,71,La Salle,65
3135,2024,UMBC,82,UMass Lowell,86
3136,2024,Stonehill,74,FDU,81
3137,2024,Stony Brook,63,William & Mary,59
3138,2024,Northern Ky.,81,Detroit Mercy,76
3139,2024,Presbyterian,60,Gardner-Webb,76
3140,2024,Wofford,72,The Citadel,71
3141,2024,Vanderbilt,56,Ole Miss,69
3142,2024,St. John's (NY),65,Creighton,66
3143,2024,Eastern Mich.,54,Miami (OH),71
3144,2024,Oklahoma,66,Kansas,78
3145,2024,Longwood,61,UNC Asheville,65
3146,2024,NJIT,55,Vermont,76
3147,2024,Massachusetts,77,Rhode Island,89
3148,2024,LIU,55,Sacred Heart,89
3149,2024,Virginia,47,Wake Forest,66
3150,2024,Kentucky,92,Texas A&M,97
3151,2024,Navy,62,Lafayette,78
3152,2024,Xavier,85,Providence,65
3153,2024,Merrimack,66,Le Moyne,62
3154,2024,Oakland,88,IUPUI,66
3155,2024,Houston Christian,69,Tex. A&M-Commerce,65
3156,2024,USC Upstate,70,Charleston So.,77
3157,2024,Radford,88,Winthrop,92
3158,2024,San Diego St.,70,New Mexico,88
3159,2024,Western Caro.,64,Mercer,52
3160,2024,Hofstra,68,Campbell,69
3161,2024,Belmont,64,Indiana St.,94
3162,2024,Bradley,77,UIC,59
3163,2024,Kent St.,62,Central Mich.,77
3164,2024,Davidson,79,George Washington,83
3165,2024,ETSU,73,Furman,82
3166,2024,Penn St.,78,Purdue,95
3167,2024,Florida St.,67,Notre Dame,58
3168,2024,Fordham,80,St. Bonaventure,74
3169,2024,Boston College,78,Clemson,89
3170,2024,North Dakota,82,Kansas City,69
3171,2024,Seattle U,75,UT Arlington,80
3172,2024,Utah St.,87,UNLV,86
3173,2024,South Dakota St.,80,Denver,99
3174,2024,Louisiana,84,Arkansas St.,77
3175,2024,Texas St.,67,ULM,54
3176,2024,South Carolina,71,Missouri,69
3177,2024,Colgate,84,Bucknell,73
3178,2024,Old Dominion,75,Coastal Carolina,79
3179,2024,Southeast Mo. St.,59,Tennessee Tech,70
3180,2024,Cal St. Fullerton,71,CSUN,76
3181,2024,BYU,63,UCF,58
3182,2024,Southern U.,74,Florida A&M,65
3183,2024,App State,59,James Madison,55
3184,2024,Grambling,79,Bethune-Cookman,69
3185,2024,UIW,71,Northwestern St.,97
3186,2024,Kansas St.,59,Texas Tech,60
3187,2024,Army West Point,60,American,79
3188,2024,UMES,61,Howard,72
3189,2024,Binghamton,75,UAlbany,95
3190,2024,Central Conn. St.,75,Saint Francis (PA),61
3191,2024,Fresno St.,67,Wyoming,68
3192,2024,Lamar University,78,Nicholls,76
3193,2024,Bowling Green,83,NIU,72
3194,2024,SMU,75,East Carolina,64
3195,2024,South Alabama,91,Marshall,85
3196,2024,Arkansas,68,Florida,90
3197,2024,Loyola Chicago,78,Saint Joseph's,75
3198,2024,Bellarmine,57,Central Ark.,59
3199,2024,Lindenwood,60,Tennessee St.,75
3200,2024,Monmouth,83,Col. of Charleston,94
3201,2024,Western Ill.,63,Eastern Ill.,60
3202,2024,Little Rock,72,UT Martin,77
3203,2024,Jacksonville St.,69,Western Ky.,80
3204,2024,Boston U.,60,Loyola Maryland,58
3205,2024,Georgia Tech,79,Duke,84
3206,2024,Southeastern La.,65,McNeese,74
3207,2024,CSU Bakersfield,71,UC Davis,78
3208,2024,Alcorn,53,Alabama St.,55
3209,2024,A&M-Corpus Christi,80,New Orleans,83
3210,2024,Holy Cross,69,Lehigh,66
3211,2024,Austin Peay,77,Lipscomb,91
3212,2024,Southern Miss.,56,Troy,82
3213,2024,Ga. Southern,62,Georgia St.,90
3214,2024,Texas,73,West Virginia,76
3215,2024,George Mason,70,Richmond,77
3216,2024,LSU,78,Auburn,93
3217,2024,Mississippi Val.,60,Prairie View,71
3218,2024,Ark.-Pine Bluff,70,Texas Southern,67
3219,2024,Houston,67,TCU,68
3220,2024,Arizona,70,Washington St.,73
3221,2024,Sam Houston,60,Middle Tenn.,51
3222,2024,Jackson St.,75,Alabama A&M,67
3223,2024,UTEP,68,FIU,72
3224,2024,VMI,96,Samford,134
3225,2024,Temple,51,North Texas,69
3226,2024,Saint Mary's (CA),73,Santa Clara,49
3227,2024,Drexel,89,Elon,69
3228,2024,Eastern Wash.,79,Idaho,58
3229,2024,Missouri St.,74,Evansville,64
3230,2024,UNC Greensboro,70,Chattanooga,54
3231,2024,Bryant,89,New Hampshire,74
3232,2024,Miami (FL),75,Virginia Tech,71
3233,2024,Ball St.,72,Toledo,77
3234,2024,Weber St.,66,Portland St.,69
3235,2024,Utah Valley,68,UTRGV,76
3236,2024,Northern Colo.,81,Montana St.,90
3237,2024,St. Thomas (MN),87,Oral Roberts,76
3238,2024,Cincinnati,59,Baylor,62
3239,2024,North Dakota St.,92,Omaha,96
3240,2024,Abilene Christian,53,California Baptist,68
3241,2024,Tarleton St.,48,Grand Canyon,74
3242,2024,Drake,76,Southern Ill.,58
3243,2024,California,73,Oregon,80
3244,2024,Charlotte,66,UTSA,58
3245,2024,Oklahoma St.,42,Iowa St.,66
3246,2024,Eastern Ky.,81,North Ala.,72
3247,2024,SFA,84,Southern Utah,82
3248,2024,Alabama,82,Mississippi St.,74
3249,2024,Northern Ariz.,47,Montana,90
3250,2024,Pacific,64,LMU (CA),81
3251,2024,Idaho St.,64,Sacramento St.,66
3252,2024,San Jose St.,70,Air Force,67
3253,2024,Portland,69,San Francisco,96
3254,2024,Long Beach St.,76,UC Santa Barbara,85
3255,2024,Southern California,58,Colorado,68
3256,2024,Pepperdine,83,San Diego,77
3257,2024,UC San Diego,86,Cal Poly,61
3258,2024,UC Riverside,56,Hawaii,63
3259,2024,Rutgers,55,Michigan St.,73
3260,2024,Georgetown,67,UConn,80
3261,2024,UAB,73,Fla. Atlantic,86
3262,2024,Memphis,112,Wichita St.,86
3263,2024,Mount St. Mary's,70,Iona,87
3264,2024,Cleveland St.,71,Green Bay,79
3265,2024,Rider,60,Marist,83
3266,2024,Saint Peter's,81,Manhattan,68
3267,2024,Maryland,76,Illinois,67
3268,2024,Valparaiso,59,Illinois St.,50
3269,2024,Tulane,94,Tulsa,87
3270,2024,Liberty,76,Louisiana Tech,80
3271,2024,Delaware,74,UNCW,79
3272,2024,UNI,70,Murray St.,60
3273,2024,Utah,73,Stanford,79
3274,2024,Washington,61,UCLA,73
3275,2024,Ohio St.,65,Michigan,73
3276,2024,Fairfield,88,Canisius,63
3277,2024,Siena,93,Niagara,88
3278,2024,Stonehill,54,Wagner,64
3279,2024,Brown,74,Harvard,72
3280,2024,Penn,60,Cornell,77
3281,2024,Dartmouth,58,Princeton,76
3282,2024,George Mason,62,George Washington,75
3283,2024,Villanova,74,Marquette,87
3284,2024,Houston Christian,64,Northwestern St.,69
3285,2024,Merrimack,70,Central Conn. St.,75
3286,2024,La Salle,62,Saint Joseph's,82
3287,2024,Iowa,86,Minnesota,77
3288,2024,Virginia-Lynchburg,73,Norfolk St.,118
3289,2024,Notre Dame,59,Boston College,63
3290,2024,Columbia,70,Yale,89
3291,2024,American,66,Loyola Maryland,52
3292,2024,Morehouse,72,Howard,78
3293,2024,FDU,81,Saint Francis (PA),71
3294,2024,Sacred Heart,80,Le Moyne,73
3295,2024,A&M-Corpus Christi,73,Southeastern La.,68
3296,2024,Chicago St.,77,Stetson,70
3297,2024,New Orleans,75,Nicholls,78
3298,2024,Southern U.,81,Bethune-Cookman,83
3299,2024,Alabama A&M,55,Alabama St.,72
3300,2024,Lamar University,69,McNeese,88
3301,2024,Grambling,65,Florida A&M,52
3302,2024,Mississippi Val.,61,Texas Southern,93
3303,2024,N.C. A&T,81,Hampton,80
3304,2024,Florida,66,Tennessee,85
3305,2024,Samford,75,Western Caro.,71
3306,2024,Butler,71,Xavier,85
3307,2024,Central Mich.,61,Ohio,73
3308,2024,Purdue,87,Indiana,66
3309,2024,Wake Forest,76,NC State,83
3310,2024,Syracuse,69,Pittsburgh,58
3311,2024,TCU,77,Cincinnati,81
3312,2024,Missouri,75,Alabama,93
3313,2024,Ball St.,76,Eastern Mich.,62
3314,2024,Bowling Green,78,Miami (OH),73
3315,2024,Buffalo,66,Toledo,77
3316,2024,Missouri St.,66,Indiana St.,88
3317,2024,Richmond,63,Duquesne,61
3318,2024,Western Mich.,66,Akron,77
3319,2024,Charlotte,81,Rice,79
3320,2024,Baylor,64,Kansas St.,68
3321,2024,Saint Louis,65,Dayton,70
3322,2024,Kent St.,83,NIU,76
3323,2024,Temple,64,SMU,77
3324,2024,St. John's (NY),65,Seton Hall,80
3325,2024,Georgia,74,South Carolina,69
3326,2024,Air Force,69,Colorado St.,78
3327,2024,Iowa St.,72,BYU,87
3328,2024,Texas A&M,77,Arkansas,78
3329,2024,Kansas,90,Oklahoma St.,66
3330,2024,Wisconsin,83,Penn St.,87
3331,2024,Georgia Tech,93,Clemson,90
3332,2024,UNLV,68,Boise St.,64
3333,2024,San Jose St.,82,Fresno St.,85
3334,2024,Utah St.,86,New Mexico,99
3335,2024,Furman,100,VMI,60
3336,2024,Colgate,64,Army West Point,56
3337,2024,Georgia St.,68,App State,76
3338,2024,Gardner-Webb,74,Radford,68
3339,2024,Mississippi St.,77,Kentucky,90
3340,2024,The Citadel,67,UNC Greensboro,73
3341,2024,IUPUI,85,Purdue Fort Wayne,79
3342,2024,Detroit Mercy,99,Robert Morris,102
3343,2024,Rhode Island,64,St. Bonaventure,99
3344,2024,Creighton,48,UConn,62
3345,2024,Virginia Tech,57,Virginia,65
3346,2024,High Point,86,Presbyterian,83
3347,2024,Florida St.,84,Miami (FL),75
3348,2024,Youngstown St.,67,Oakland,70
3349,2024,Lehigh,69,Navy,71
3350,2024,ETSU,73,Wofford,75
3351,2024,Davidson,79,Fordham,69
3352,2024,Ole Miss,80,LSU,89
3353,2024,Chattanooga,74,Mercer,60
3354,2024,Bucknell,73,Boston U.,57
3355,2024,Longwood,71,USC Upstate,73
3356,2024,Lafayette,72,Holy Cross,68
3357,2024,North Texas,60,East Carolina,59
3358,2024,Massachusetts,78,Loyola Chicago,79
3359,2024,Nebraska,82,Rutgers,87
3360,2024,West Virginia,63,Oklahoma,77
3361,2024,UCF,77,Texas,71
3362,2024,UTSA,78,Tulsa,107
3363,2024,Arkansas St.,66,Southern Miss.,69
3364,2024,Drake,77,Illinois St.,56
3365,2024,Tulane,69,UAB,83
3366,2024,Valparaiso,75,Evansville,78
3367,2024,Murray St.,73,UIC,58
3368,2024,Bradley,70,Southern Ill.,69
3369,2024,Louisiana,86,Texas St.,68
3370,2024,UNI,83,Belmont,72
3371,2024,Auburn,80,Vanderbilt,65
3372,2024,Texas Tech,54,Houston,77
3373,2024,Providence,100,DePaul,62
3374,2024,Louisville,70,North Carolina,86
3375,2024,UCLA,68,Arizona St.,66
3376,2024,Maryland,69,Northwestern,72
3377,2024,Southern California,67,Arizona,82
3378,2024,Nevada,59,San Diego St.,71
3379,2024,Vermont,82,Binghamton,62
3380,2024,Minnesota,66,Michigan St.,76
3381,2024,Maine,65,UMBC,70
3382,2024,Milwaukee,72,Northern Ky.,90
3383,2024,Campbell,77,William & Mary,64
3384,2024,Northeastern,65,N.C. A&T,72
3385,2024,Green Bay,88,Wright St.,81
3386,2024,Stony Brook,68,Delaware,71
3387,2024,Marshall,66,Old Dominion,91
3388,2024,Monmouth,74,Drexel,78
3389,2024,Queens (NC),77,Jacksonville,79
3390,2024,Coastal Carolina,70,Ga. Southern,73
3391,2024,Kennesaw St.,75,North Florida,84
3392,2024,New Hampshire,70,NJIT,62
3393,2024,UNC Asheville,82,Winthrop,77
3394,2024,FIU,69,Liberty,78
3395,2024,UNCW,82,Elon,70
3396,2024,Towson,82,Col. of Charleston,78
3397,2024,Wichita St.,77,Fla. Atlantic,86
3398,2024,UMass Lowell,97,UAlbany,76
3399,2024,Hampton,77,Hofstra,86
3400,2024,South Fla.,74,Memphis,73
3401,2024,Seattle U,84,SFA,89
3402,2024,UT Martin,66,Morehead St.,84
3403,2024,ULM,70,James Madison,89
3404,2024,St. Thomas (MN),73,South Dakota,74
3405,2024,UTRGV,73,UT Arlington,91
3406,2024,Denver,78,North Dakota St.,70
3407,2024,Abilene Christian,71,Tarleton St.,79
3408,2024,Omaha,87,South Dakota St.,90
3409,2024,Oral Roberts,77,North Dakota,87
3410,2024,Portland St.,65,Northern Ariz.,84
3411,2024,Sacramento St.,75,Northern Colo.,77
3412,2024,Troy,71,South Alabama,74
3413,2024,North Ala.,80,Austin Peay,83
3414,2024,Central Ark.,96,Lipscomb,86
3415,2024,Utah Tech,65,Southern Utah,75
3416,2024,SIUE,78,Lindenwood,59
3417,2024,Little Rock,77,Southern Ind.,75
3418,2024,Tennessee Tech,53,Tennessee St.,85
3419,2024,Illinois,88,Michigan,73
3420,2024,Middle Tenn.,59,UTEP,73
3421,2024,Utah Valley,65,Grand Canyon,78
3422,2024,Idaho,59,Idaho St.,64
3423,2024,Washington,77,California,75
3424,2024,Western Ky.,70,New Mexico St.,72
3425,2024,Eastern Wash.,80,Weber St.,78
3426,2024,Oregon St.,47,Utah,74
3427,2024,Gonzaga,86,Pepperdine,61
3428,2024,Santa Clara,88,Pacific,69
3429,2024,UC Riverside,56,CSU Bakersfield,80
3430,2024,Hawaii,71,Long Beach St.,79
3431,2024,UC San Diego,65,UC Irvine,76
3432,2024,UC Davis,67,Cal St. Fullerton,65
3433,2024,UC Santa Barbara,97,CSUN,69
3434,2024,Oregon,70,Colorado,86
3435,2024,LMU (CA),74,San Francisco,90
3436,2024,Washington St.,89,Stanford,75
3437,2024,FDU,76,Stonehill,69
3438,2024,Georgetown,91,Xavier,92
3439,2024,Akron,77,Kent St.,71
3440,2024,Saint Louis,61,VCU,85
3441,2024,Le Moyne,75,Central Conn. St.,73
3442,2024,LIU,66,Saint Francis (PA),72
3443,2024,Wagner,71,Merrimack,65
3444,2024,Quinnipiac,82,Siena,70
3445,2024,Marist,48,Mount St. Mary's,65
3446,2024,Canisius,58,Iona,70
3447,2024,Niagara,78,Rider,74
3448,2024,Saint Peter's,67,Fairfield,76
3449,2024,Toledo,62,Central Mich.,65
3450,2024,East-West U.,55,Chicago St.,131
3451,2024,Indiana,79,Wisconsin,91
3452,2024,UNLV,75,Colorado St.,78
3453,2024,Marquette,73,St. John's (NY),72
3454,2024,Penn St.,67,Ohio St.,79
3455,2024,Miami (FL),69,Syracuse,72
3456,2024,Louisville,65,Wake Forest,90
3457,2024,George Washington,67,Massachusetts,81
3458,2024,Robert Morris,80,IUPUI,63
3459,2024,Virginia Tech,84,NC State,78
3460,2024,Creighton,97,Seton Hall,94
3461,2024,Baylor,73,Texas,75
3462,2024,Rhode Island,62,Dayton,96
3463,2024,Loyola Chicago,65,Fordham,61
3464,2024,Winthrop,74,Gardner-Webb,79
3465,2024,New Hampshire,64,UMBC,58
3466,2024,Oklahoma,69,Cincinnati,65
3467,2024,Denver,78,North Dakota,92
3468,2024,The Citadel,63,VMI,70
3469,2024,South Carolina,77,Arkansas,64
3470,2024,San Diego St.,66,Boise St.,67
3471,2024,Kansas City,74,Omaha,72
3472,2024,Army West Point,53,Navy,57
3473,2024,UMass Lowell,80,Binghamton,60
3474,2024,South Dakota St.,73,South Dakota,55
3475,2024,Princeton,70,Columbia,62
3476,2024,USC Upstate,61,Radford,64
3477,2024,Purdue Fort Wayne,68,Cleveland St.,75
3478,2024,Bucknell,72,Lafayette,75
3479,2024,Boston U.,59,Colgate,75
3480,2024,Delaware,67,Drexel,86
3481,2024,William & Mary,69,N.C. A&T,76
3482,2024,Cornell,84,Brown,83
3483,2024,UCF,42,Houston,57
3484,2024,Oral Roberts,67,North Dakota St.,72
3485,2024,Yale,76,Dartmouth,51
3486,2024,Miami (OH),87,Ball St.,80
3487,2024,Maine,70,NJIT,64
3488,2024,Purdue,84,Iowa,70
