,year,team1,team1_score,team2,team2_score
1258,2025,Southeastern La.,69,Gardner-Webb,73
1259,2025,Hampton,73,High Point,76
1260,2025,San Francisco,85,Fordham,64
1261,2025,Miami (OH),75,Mercer,72
1262,2025,Creighton,53,San Diego St.,71
1263,2025,Georgia St.,50,Austin Peay,62
1264,2025,North Dakota,67,Bethune-Cookman,79
1265,2025,Louisiana Tech,65,Richmond,62
1266,2025,UConn,72,Colorado,73
1267,2025,Denver,54,Utah Tech,68
1268,2025,West Ga.,74,Utah Valley,77
1269,2025,Clemson,75,Penn St.,67
1270,2025,Bryant,97,Tennessee St.,85
1271,2025,Texas A&M,70,Oregon,80
1272,2025,UT Arlington,66,Murray St.,79
1273,2025,South Dakota St.,75,Missouri St.,55
1274,2025,Ball St.,94,Florida Tech,57
1275,2025,NJIT,53,Cleveland St.,56
1276,2025,Memphis,71,Michigan St.,63
1277,2025,Wyoming,64,Tulane,63
1278,2025,Western Ky.,68,Kentucky,87
1279,2025,Midway,60,Bellarmine,101
1280,2025,Radford,69,Purdue Fort Wayne,56
1281,2025,VMI,67,Loyola Maryland,70
1282,2025,St. Andrews,85,The Citadel,100
1283,2025,Coppin St.,54,Saint Joseph's,83
1284,2025,Lehigh,78,Saint Francis,88
1285,2025,Stanford,71,Grand Canyon,78
1286,2025,SUNY Maritime,52,Army West Point,91
1287,2025,Manhattan,65,Virginia,74
1288,2025,Western Caro.,57,Florida St.,91
1289,2025,Penn St.-Wilkes Barre,43,Delaware St.,111
1290,2025,Saint Peter's,78,FDU,76
1291,2025,Wagner,41,Georgetown,66
1292,2025,North Dakota St.,98,Samford,103
1293,2025,Boise St.,61,Boston College,63
1294,2025,Alabama,85,Houston,80
1295,2025,Western Ill.,64,South Alabama,63
1296,2025,USC Upstate,77,Iowa,110
1297,2025,Texas Lutheran,45,A&M-Corpus Christi,94
1298,2025,Northern N.M.,50,Northern Colo.,92
1299,2025,Long Beach St.,44,UTEP,70
1300,2025,LMU (CA),77,Belmont,63
1301,2025,Iowa St.,89,Dayton,84
1302,2025,Cal St. Fullerton,72,Pepperdine,63
1303,2025,Mississippi Val.,48,Utah,94
1304,2025,Eastern Mich.,72,Northern Ariz.,68
1305,2025,Abilene Christian,59,Montana St.,85
1306,2025,Kansas,75,Duke,72
1307,2025,California Baptist,77,SMU,79
1308,2025,Eastern Wash.,51,UC Santa Barbara,67
1309,2025,Southern Utah,43,UCLA,88
1310,2025,Grambling,79,Cal Poly,82
1311,2025,Notre Dame,84,Rutgers,85
1312,2025,UNC Greensboro,64,San Jose St.,69
1313,2025,Auburn,85,North Carolina,72
1314,2025,Furman,61,Seattle U,56
1315,2025,Fresno St.,73,Washington St.,84
1316,2025,Hawaii Pacific,63,Hawaii,67
1317,2025,Morgan St.,69,UMBC,92
1318,2025,Indiana,61,Louisville,89
1319,2025,Eastern Ky.,69,Louisiana Tech,78
1320,2025,Rhode Island,81,Detroit Mercy,75
1321,2025,Southeastern La.,76,North Dakota,60
1322,2025,Northern Ky.,64,Col. of Charleston,79
1323,2025,UTSA,76,Merrimack,74
1324,2025,Western Mich.,73,Youngstown St.,62
1325,2025,Bryant,76,Chattanooga,84
1326,2025,Presbyterian,75,Tennessee Tech,90
1327,2025,New Orleans,60,Baylor,91
1328,2025,ETSU,75,Charlotte,55
1329,2025,Dalton St.,69,North Ala.,100
1330,2025,Tex. A&M-Kingsville,72,Texas Southern,80
1331,2025,Stony Brook,54,Brown,77
1332,2025,Gonzaga,78,West Virginia,86
1333,2025,Tulsa,71,Georgia St.,74
1334,2025,Colorado,71,Iowa St.,99
1335,2025,Gardner-Webb,79,Bethune-Cookman,64
1336,2025,Southern Ill.,81,Florida Tech,54
1337,2025,UT Martin,35,Tennessee,78
1338,2025,Canisius,64,Robert Morris,72
1339,2025,Sam Houston,63,App State,66
1340,2025,Sacramento St.,63,Air Force,61
1341,2025,Massachusetts,62,Harvard,54
1342,2025,NJIT,78,Morehead St.,69
1343,2025,Nazareth,63,Princeton,99
1344,2025,San Diego St.,68,Oregon,78
1345,2025,West Ga.,61,North Dakota St.,73
1346,2025,NIU,82,Valparaiso,87
1347,2025,Bucknell,67,Maryland,91
1348,2025,Providence,77,Oklahoma,79
1349,2025,UT Arlington,68,Austin Peay,58
1350,2025,Memphis,76,Auburn,90
1351,2025,Ball St.,60,Richmond,73
1352,2025,Tulane,66,Belmont,89
1353,2025,South Carolina,70,Virginia Tech,60
1354,2025,UIW,86,Western Ill.,75
1355,2025,South Dakota,79,Nebraska,96
1356,2025,Averett,56,Winthrop,99
1357,2025,Creighton,73,Texas A&M,77
1358,2025,Lindenwood,61,Missouri,81
1359,2025,Rider,48,Villanova,72
1360,2025,Milwaukee,76,UCF,84
1361,2025,Colgate,72,UNCW,59
1362,2025,Plattsburgh St.,55,Vermont,78
1363,2025,Cornell,72,Syracuse,82
1364,2025,Alabama St.,59,Cincinnati,77
1365,2025,South Carolina St.,53,Marshall,82
1366,2025,Arizona,104,Davidson,71
1367,2025,Charleston So.,67,Georgia Tech,91
1368,2025,UTEP,64,UNC Greensboro,58
1369,2025,Utah Valley,76,Samford,84
1370,2025,UMES,59,Little Rock,78
1371,2025,Northern Ariz.,74,Houston Christian,71
1372,2025,UMass Lowell,90,Saint Louis,93
1373,2025,Xavier,53,Michigan,78
1374,2025,Wyoming,70,LMU (CA),73
1375,2025,CSUN,75,Montana,83
1376,2025,Stonehill,59,Marquette,94
1377,2025,Michigan St.,94,North Carolina,91
1378,2025,SMU,77,Washington St.,60
1379,2025,Alabama,95,Rutgers,90
1380,2025,Mercyhurst,55,California,81
1381,2025,Ark.-Pine Bluff,71,Pacific,83
1382,2025,Marian (WI),64,San Diego,69
1383,2025,San Jose St.,82,Long Beach St.,66
1384,2025,California Baptist,86,Fresno St.,81
1385,2025,UConn,67,Dayton,85
1386,2025,Houston,65,Notre Dame,54
1387,2025,Minnesota,66,Wichita St.,68
1388,2025,West Virginia,70,Louisville,79
1389,2025,UT Arlington,78,Rhode Island,83
1390,2025,Florida,75,Wake Forest,58
1391,2025,Gonzaga,89,Indiana,73
1392,2025,NC State,61,Purdue,71
1393,2025,Utah Valley,63,North Dakota St.,83
1394,2025,Santa Clara,69,TCU,52
1395,2025,Illinois,90,Arkansas,77
1396,2025,Arizona,77,Oklahoma,82
1397,2025,BYU,85,Ole Miss,96
1398,2025,Utah St.,72,St. Bonaventure,67
1399,2025,Washington,73,Colorado St.,67
1400,2025,Northwestern,69,Butler,71
1401,2025,Kennesaw St.,59,UC Irvine,76
1402,2025,Davidson,69,Providence,58
1403,2025,UNI,48,North Texas,68
1404,2025,Saint Mary's (CA),71,Southern California,36
1405,2025,Kent St.,65,Towson,54
1406,2025,Mississippi St.,80,UNLV,58
1407,2025,Arizona St.,85,New Mexico,82
1408,2025,Providence,73,Indiana,89
1409,2025,Alcorn,65,South Alabama,74
1410,2025,Dartmouth,88,Boston College,83
1411,2025,Colgate,50,App State,72
1412,2025,Bowling Green,70,Weber St.,73
1413,2025,Minnesota,51,Wake Forest,57
1414,2025,Valparaiso,70,DePaul,89
1415,2025,VMI,64,George Washington,77
1416,2025,Maine,69,Elon,56
1417,2025,Tarleton St.,51,Iona,62
1418,2025,Judson (IL),41,Bradley,107
1419,2025,Niagara,65,Binghamton,62
1420,2025,Merrimack,72,Troy,68
1421,2025,TCU,72,Colorado St.,76
1422,2025,Pittsburgh,91,Ohio St.,90
1423,2025,Morehead St.,71,Cleveland St.,69
1424,2025,NIU,59,Eastern Ill.,72
1425,2025,Arizona,76,West Virginia,83
1426,2025,Tennessee Tech,56,Vanderbilt,87
1427,2025,Pepperdine,82,New Mexico St.,70
1428,2025,Wichita St.,51,Florida,88
1429,2025,NC State,61,BYU,72
1430,2025,Central Penn,36,Liberty,93
1431,2025,Holy Cross,41,Virginia,67
1432,2025,Sam Houston,60,UNCW,69
1433,2025,George Mason,66,James Madison,61
1434,2025,West Ga.,65,Samford,86
1435,2025,LIU,56,Lafayette,75
1436,2025,Navy,86,Penn,78
1437,2025,Santa Clara,69,Washington,76
1438,2025,Indiana St.,81,Arkansas St.,86
1439,2025,Gardner-Webb,74,Belmont,83
1440,2025,N.C. A&T,69,East Carolina,93
1441,2025,Oklahoma,69,Louisville,64
1442,2025,Ole Miss,78,Purdue,80
1443,2025,Utah St.,61,North Texas,57
1444,2025,Seattle U,48,Duke,70
1445,2025,Rice,63,Hofstra,68
1446,2025,Georgia St.,76,Kentucky,105
1447,2025,Florida A&M,58,Clemson,86
1448,2025,North Florida,78,SIUE,73
1449,2025,Elizabeth City St.,58,VCU,103
1450,2025,UNLV,61,Northwestern,66
1451,2025,Le Moyne,81,Manhattan,77
1452,2025,Towson,63,Kennesaw St.,67
1453,2025,SFA,68,ULM,60
1454,2025,Northwestern St.,53,LSU,77
1455,2025,Northern Colo.,64,Texas Tech,89
1456,2025,Davidson,65,Gonzaga,90
1457,2025,Delaware St.,68,Texas,90
1458,2025,St. Bonaventure,68,UNI,56
1459,2025,UC Irvine,51,Kent St.,39
1460,2025,Butler,87,Mississippi St.,77
1461,2025,Saint Mary's (CA),64,Arizona St.,68
1462,2025,Mississippi Val.,48,UC Santa Barbara,81
1463,2025,Southern California,73,New Mexico,83
1464,2025,Southern U.,73,Louisiana Tech,70
1465,2025,Monmouth,63,Seton Hall,51
1466,2025,Colgate,78,Sam Houston,82
1467,2025,Campbell,72,Green Bay,66
1468,2025,Northeastern,64,Vermont,68
1469,2025,Chicago St.,53,Wisconsin,74
1470,2025,Central Ark.,68,Georgia Tech,87
1471,2025,Creighton,80,Notre Dame,76
1472,2025,Iona,80,Indiana St.,83
1473,2025,Delaware,72,Rider,66
1474,2025,Trinity Christian,49,IU Indy,106
1475,2025,Purdue Fort Wayne,77,East Texas A&M,57
1476,2025,Navy,63,Elon,69
1477,2025,Binghamton,75,LIU,70
1478,2025,Milwaukee,65,Southern Miss.,66
1479,2025,Western Caro.,62,Marquette,94
1480,2025,Mount St. Mary's,79,Howard,75
1481,2025,Robert Morris,68,Ohio,84
1482,2025,Charleston So.,83,Miami (FL),79
1483,2025,Pfeiffer,50,High Point,81
1484,2025,New Mexico St.,60,Bowling Green,61
1485,2025,USC Upstate,51,Coastal Carolina,73
1486,2025,App State,61,UNCW,76
1487,2025,Virginia-Lynchburg,51,N.C. Central,131
1488,2025,Nicholls,76,Louisiana,75
1489,2025,CSUN,72,Montana St.,69
1490,2025,Texas A&M,81,Rutgers,77
1491,2025,Temple,75,La Salle,83
1492,2025,UAlbany,68,Georgetown,100
1493,2025,Houston Christian,71,UTSA,78
1494,2025,Austin Peay,57,ETSU,79
1495,2025,Hofstra,59,Tarleton St.,61
1496,2025,Niagara,47,Lafayette,59
1497,2025,Maine,64,Penn,77
1498,2025,Weber St.,68,Pepperdine,53
1499,2025,Prairie View,74,A&M-Corpus Christi,109
1500,2025,Harvard,64,St. John's (NY),77
1501,2025,Eastern Wash.,80,Utah,88
1502,2025,UC Riverside,68,Idaho,80
1503,2025,Aurora,76,UIC,91
1504,2025,Siena,71,Bucknell,58
1505,2025,Bellarmine,70,Northern Ky.,86
1506,2025,FGCU,80,Fla. Atlantic,78
1507,2025,Bethany (WV),60,Youngstown St.,128
1508,2025,Furman,51,Kansas,86
1509,2025,Ga. Southern,47,Drake,61
1510,2025,La Verne,33,UC San Diego,109
1511,2025,Air Force,57,Wright St.,70
1512,2025,Arkansas St.,67,Rice,75
1513,2025,Marist,69,Lehigh,74
1514,2025,Detroit Mercy,98,Eastern Mich.,89
1515,2025,Jacksonville,56,Georgia,102
1516,2025,UMES,45,UConn,99
1517,2025,Oakland,85,Toledo,52
1518,2025,Our Lady of the Lake,54,Lamar University,88
1519,2025,San Diego St.,73,Houston,70
1520,2025,Kent St.,67,Kennesaw St.,60
1521,2025,Cal St. Fullerton,55,Pacific,64
1522,2025,Mercyhurst,66,Sacramento St.,60
1523,2025,Utah Tech,68,Portland St.,71
1524,2025,Lipscomb,82,Alabama A&M,44
1525,2025,Marshall,82,Western Ky.,90
1526,2025,Abilene Christian,71,Omaha,55
1527,2025,Kansas City,59,Southeast Mo. St.,80
1528,2025,CSU Bakersfield,64,Southern Utah,74
1529,2025,UC Irvine,67,Towson,60
1530,2025,Oregon,83,Alabama,81
1531,2025,Cal Poly,97,Stanford,90
1532,2025,UC Davis,57,Oregon St.,90
1533,2025,Maine,71,Navy,66
1534,2025,NJIT,68,Massachusetts,80
1535,2025,Alcorn,58,Maryland,96
1536,2025,LIU,52,Niagara,60
1537,2025,UMass Lowell,67,Central Conn. St.,69
1538,2025,Norfolk St.,77,Stony Brook,66
1539,2025,Regent,55,Longwood,108
1540,2025,Ark.-Pine Bluff,73,Kansas St.,120
1541,2025,FDU,74,Fairfield,78
1542,2025,UNC Asheville,92,Tennessee St.,74
1543,2025,Buffalo,64,Penn St.,87
1544,2025,New Hampshire,61,Fordham,83
1545,2025,Radford,79,Saint Francis,70
1546,2025,Central Penn,70,Morgan St.,123
1547,2025,Rice,70,Iona,66
1548,2025,Elon,68,Penn,53
1549,2025,Binghamton,82,Lafayette,81
1550,2025,Bethune-Cookman,62,Minnesota,79
1551,2025,Eastern Ky.,74,Troy,84
1552,2025,North Florida,72,Nebraska,103
1553,2025,Missouri St.,72,Oral Roberts,67
1554,2025,California Baptist,59,UCF,74
1555,2025,Sacred Heart,73,Boston U.,65
1556,2025,Quinnipiac,74,Stonehill,88
1557,2025,North Ala.,54,Wofford,74
1558,2025,Middle Tenn.,76,UAB,69
1559,2025,Notre Dame (MD),52,American,97
1560,2025,Arkansas St.,66,Hofstra,68
1561,2025,South Carolina St.,68,Xavier,71
1562,2025,Texas St.,72,Texas Southern,59
1563,2025,Denver,90,Portland,101
1564,2025,Mercyhurst,59,San Francisco,87
1565,2025,Tarleton St.,71,Indiana St.,87
1566,2025,Purdue Northwest,69,Central Mich.,115
1567,2025,UMBC,62,Georgetown,86
1568,2025,Loyola Maryland,68,Coppin St.,57
1569,2025,Air Force,60,Miami (OH),73
1570,2025,Columbia Int'l,59,Jacksonville St.,89
1571,2025,Bryant,78,Drexel,73
1572,2025,William & Mary,83,Old Dominion,88
1573,2025,Oakwood,71,Mississippi Val.,91
1574,2025,Yale,78,Rhode Island,84
1575,2025,UT Arlington,84,ULM,70
1576,2025,Southeastern La.,71,Tulane,67
1577,2025,East-West U.,46,Southern Ind.,104
1578,2025,Dakota Wesleyan,62,South Dakota St.,78
1579,2025,Chicago St.,76,St. Thomas (MN),98
1580,2025,Jackson St.,66,Saint Louis,74
1581,2025,Pacific,66,Colorado,75
1582,2025,Washington St.,68,Nevada,57
1583,2025,Me.-Augusta,51,Maine,103
1584,2025,Virginia-Lynchburg,51,VMI,113
1585,2025,Cincinnati,60,Villanova,68
1586,2025,Mid-Atlantic Christ.,43,App State,85
1587,2025,Delaware St.,80,Delaware,93
1588,2025,Eastern Ill.,58,Butler,73
1589,2025,UNCW,67,East Carolina,53
1590,2025,Brown,60,Vermont,53
1591,2025,N.C. A&T,71,Hampton,82
1592,2025,La Salle,68,Northeastern,82
1593,2025,California,93,Missouri,98
1594,2025,Northwestern,79,Iowa,80
1595,2025,Western Mich.,69,Dayton,77
1596,2025,Princeton,77,Saint Joseph's,69
1597,2025,South Carolina,73,Boston College,51
1598,2025,Tusculum,71,Col. of Charleston,94
1599,2025,Notre Dame,48,Georgia,69
1600,2025,Toccoa Falls,57,The Citadel,94
1601,2025,Lipscomb,80,Chattanooga,62
1602,2025,Santa Clara,74,McNeese,67
1603,2025,Ark. Baptist,56,Grambling,82
1604,2025,Arkansas,76,Miami (FL),73
1605,2025,Saint Peter's,62,Duquesne,59
1606,2025,Dartmouth,69,New Hampshire,65
1607,2025,Pitt.-Bradford,65,Buffalo,100
1608,2025,ETSU,61,James Madison,71
1609,2025,Benedictine (IL),70,NIU,89
1610,2025,Winthrop,86,Queens (NC),78
1611,2025,Northern Ky.,73,Akron,86
1612,2025,Stetson,72,South Fla.,74
1613,2025,Army West Point,103,Le Moyne,100
1614,2025,High Point,68,UNC Greensboro,72
1615,2025,Presbyterian,63,Florida A&M,66
1616,2025,UNC Asheville,52,George Mason,74
1617,2025,Syracuse,70,Tennessee,96
1618,2025,Sam Houston,71,Indiana,97
1619,2025,UT Martin,68,Charleston So.,83
1620,2025,Alabama St.,72,SMU,101
1621,2025,Bradley,83,Southern Ill.,60
1622,2025,Evansville,61,Murray St.,63
1623,2025,Dallas Christian,50,Tarleton St.,90
1624,2025,BYU,64,Providence,83
1625,2025,Eastern Mich.,54,Loyola Chicago,76
1626,2025,Park (AZ),55,Southern Utah,90
1627,2025,Ole Miss,86,Louisville,63
1628,2025,Hawaii,72,Grand Canyon,78
1629,2025,Georgia Tech,61,Oklahoma,76
1630,2025,Michigan,67,Wisconsin,64
1631,2025,Florida St.,75,LSU,85
1632,2025,Wake Forest,44,Texas A&M,57
1633,2025,San Diego,53,Arizona St.,90
1634,2025,Utah Tech,64,Boise St.,87
1635,2025,Kentucky,66,Clemson,70
1636,2025,Utah Valley,63,Stanford,77
1637,2025,UTSA,74,Saint Mary's (CA),82
1638,2025,Washington,58,UCLA,69
1639,2025,West Ga.,72,Mercer,86
1640,2025,Cheyney,57,Morgan St.,124
1641,2025,Harvard,67,Holy Cross,68
1642,2025,Baylor,72,UConn,76
1643,2025,Green Bay,75,IU Indy,84
1644,2025,Columbia,73,UAlbany,88
1645,2025,Ohio St.,59,Maryland,83
1646,2025,Fla. Atlantic,88,FIU,77
1647,2025,Bellarmine,74,Western Caro.,86
1648,2025,Coppin St.,52,Wagner,65
1649,2025,Gardner-Webb,64,Wofford,88
1650,2025,Furman,76,FGCU,73
1651,2025,Rider,75,Fairfield,78
1652,2025,Ga. Southern,54,VCU,89
1653,2025,Central Conn. St.,73,Massachusetts,69
1654,2025,Morehead St.,77,Marshall,80
1655,2025,Youngstown St.,72,Robert Morris,58
1656,2025,George Washington,71,American,81
1657,2025,East-West U.,45,Lindenwood,102
1658,2025,Livingstone,61,Charlotte,83
1659,2025,York (NY),53,LIU,103
1660,2025,Penn St.-Shenango,55,Saint Francis,107
1661,2025,Brevard,60,USC Upstate,91
1662,2025,Virginia-Lynchburg,55,William & Mary,109
1663,2025,Tennessee Tech,59,North Ala.,82
1664,2025,Monmouth,63,Lehigh,90
1665,2025,FDU,75,Fordham,84
1666,2025,St. Bonaventure,64,Bucknell,47
1667,2025,Cornell,84,Colgate,57
1668,2025,Coastal Carolina,58,Campbell,57
1669,2025,Illinois St.,97,Belmont,99
1670,2025,Alabama,94,North Carolina,79
1671,2025,Virginia,69,Florida,87
1672,2025,Alcorn,54,Wichita St.,78
1673,2025,Rhodes,55,Middle Tenn.,103
1674,2025,St. Ambrose,64,Western Ill.,97
1675,2025,Northern Ariz.,76,Oral Roberts,83
1676,2025,Idaho St.,80,South Dakota,94
1677,2025,Marquette,70,Iowa St.,81
1678,2025,Idaho,82,Kansas City,77
1679,2025,Arlington Baptist,49,Texas St.,97
1680,2025,Oklahoma St.,76,Tulsa,55
1681,2025,St. Thomas (MN),87,Northern Colo.,75
1682,2025,Louisiana Tech,71,Memphis,81
1683,2025,Montana St.,76,Omaha,65
1684,2025,Central Ark.,57,Little Rock,63
1685,2025,UNI,83,UIC,56
1686,2025,Michigan St.,90,Minnesota,72
1687,2025,NJIT,56,Seton Hall,67
1688,2025,Kansas,63,Creighton,76
1689,2025,LMU (CA),54,Colorado St.,83
1690,2025,LIFE Pacific,57,Pepperdine,119
1691,2025,North Dakota,81,Eastern Wash.,87
1692,2025,South Dakota St.,67,Montana,71
1693,2025,Sacramento St.,59,Denver,80
1694,2025,North Dakota St.,77,Weber St.,73
1695,2025,Abilene Christian,78,New Mexico St.,70
1696,2025,San Jose St.,77,New Mexico,83
1697,2025,Wyoming,67,Utah St.,70
1698,2025,Pittsburgh,57,Mississippi St.,90
1699,2025,Vanderbilt,80,Virginia Tech,64
1700,2025,DePaul,62,Texas Tech,76
1701,2025,Texas,63,NC State,59
1702,2025,Auburn,78,Duke,84
1703,2025,Portland St.,74,Seattle U,91
1704,2025,Oregon,68,Southern California,60
1705,2025,San Diego St.,84,Fresno St.,62
1706,2025,Southeast Mo. St.,60,Lipscomb,78
1707,2025,Purdue Fort Wayne,78,Detroit Mercy,79
1708,2025,Alabama St.,64,Southern Miss.,81
1709,2025,Purdue,70,Penn St.,81
1710,2025,UMES,76,Longwood,80
1711,2025,Samford,88,South Carolina St.,81
1712,2025,Wright St.,64,Oakland,66
1713,2025,Florida Tech,67,Jacksonville,88
1714,2025,Central Mich.,93,Aquinas,69
1715,2025,Radford,70,N.C. Central,67
1716,2025,Warner,83,North Florida,115
1717,2025,Southeastern La.,64,Nicholls,67
1718,2025,SFA,65,UTRGV,68
1719,2025,Northwestern St.,72,UIW,70
1720,2025,Jackson St.,64,Arkansas St.,66
1721,2025,Xavier,72,TCU,76
1722,2025,Cleveland St.,67,Milwaukee,79
1723,2025,Drake,66,Valparaiso,60
1724,2025,East Texas A&M,79,Houston Christian,83
1725,2025,Lamar University,65,A&M-Corpus Christi,61
1726,2025,Cal Poly,66,UC Davis,77
1727,2025,Long Beach St.,73,Cal St. Fullerton,56
1728,2025,CSU Bakersfield,66,UC Irvine,82
1729,2025,UC Riverside,68,CSUN,64
1730,2025,Saint Louis,61,San Francisco,78
1731,2025,UC San Diego,84,UC Santa Barbara,76
1732,2025,St. Joseph's (L.I.),46,Hofstra,114
1733,2025,Calumet Col.,57,Eastern Ill.,87
1734,2025,Brown,76,Bryant,75
1735,2025,Delaware,66,Duquesne,80
1736,2025,Siena,68,Niagara,69
1737,2025,Quinnipiac,72,Rider,67
1738,2025,Merrimack,60,Canisius,52
1739,2025,Camp. Harrodsburg,62,Eastern Ky.,98
1740,2025,Iona,59,Sacred Heart,83
1741,2025,Miami (OH),57,Indiana,76
1742,2025,Mount St. Mary's,50,Marist,53
1743,2025,Kennesaw St.,81,Georgia St.,77
1744,2025,Georgetown,60,West Virginia,73
1745,2025,Manhattan,70,Saint Peter's,67
1746,2025,Charleston So.,72,Davidson,73
1747,2025,Trinity (FL),58,Florida A&M,130
1748,2025,New College (FL),63,FIU,70
1749,2025,Portland,57,Kent St.,76
1750,2025,Prairie View,66,UAB,95
1751,2025,East-West U.,49,Western Ill.,96
1752,2025,North Texas,71,High Point,76
1753,2025,Illinois,66,Northwestern,70
1754,2025,Kansas St.,71,St. John's (NY),88
1755,2025,Rutgers,66,Ohio St.,80
1756,2025,Boston College,66,Wake Forest,72
1757,2025,Clemson,65,Miami (FL),55
1758,2025,Nebraska,52,Michigan St.,89
1759,2025,Syracuse,64,Notre Dame,69
1760,2025,East Texas A&M,53,UIW,65
1761,2025,Providence,63,Rhode Island,69
1762,2025,UMass Lowell,96,Massachusetts,83
1763,2025,Princeton,63,Furman,69
1764,2025,South Fla.,72,Loyola Chicago,74
1765,2025,Lehman,54,FDU,98
1766,2025,Wright St.,80,Detroit Mercy,72
1767,2025,Queens (NC),81,VMI,78
1768,2025,UAlbany,74,Boston U.,80
1769,2025,UMBC,84,Towson,71
1770,2025,Wisconsin,74,Marquette,88
1771,2025,UTSA,60,Arkansas,75
1772,2025,Georgia Tech,65,North Carolina,68
1773,2025,UNC Greensboro,67,N.C. A&T,55
1774,2025,Tennessee Tech,73,West Ga.,78
1775,2025,Vermont,50,Yale,65
1776,2025,Defiance,49,Toledo,111
1777,2025,South Dakota,82,Northern Ariz.,95
1778,2025,Western Ky.,79,Evansville,65
1779,2025,St. Andrews,64,UNC Asheville,120
1780,2025,New Orleans,70,Nicholls,73
1781,2025,Penn,47,Drexel,60
1782,2025,Oakland,50,Youngstown St.,66
1783,2025,Pittsburgh,64,Virginia Tech,59
1784,2025,Lehigh,62,Dayton,86
1785,2025,Marshall,69,UNCW,78
1786,2025,Morehead St.,76,Ohio,88
1787,2025,East Carolina,68,South Carolina,75
1788,2025,Loyola Maryland,77,Delaware St.,80
1789,2025,Iowa,83,Michigan,85
1790,2025,Merchant Marine,49,Columbia,98
1791,2025,Navy,64,NJIT,69
1792,2025,Northern Ky.,66,IU Indy,64
1793,2025,Central Conn. St.,69,Holy Cross,56
1794,2025,Southern Utah,66,Arizona,102
1795,2025,N.C. Central,78,Gardner-Webb,77
1796,2025,Lafayette,77,Mercyhurst,73
1797,2025,Tulane,64,George Mason,76
1798,2025,Morgan St.,81,Bowling Green,102
1799,2025,Virginia,51,SMU,63
1800,2025,Cleveland St.,83,Green Bay,61
1801,2025,Southern Ind.,70,Southern Ill.,73
1802,2025,USC Upstate,74,Western Caro.,68
1803,2025,Montana,81,St. Thomas (MN),88
1804,2025,Brescia,66,Bellarmine,94
1805,2025,SUNY Brockport,48,Akron,101
1806,2025,LeTourneau,69,McNeese,103
1807,2025,Southern U.,70,Tulsa,66
1808,2025,Middle Tenn.,79,Belmont,82
1809,2025,George Washington,78,Old Dominion,70
1810,2025,Hawaii,68,Long Beach St.,76
1811,2025,Stony Brook,61,Air Force,69
1812,2025,Washington St.,74,Boise St.,69
1813,2025,Florida St.,74,NC State,84
1814,2025,Stanford,89,California,81
1815,2025,Seattle U,72,UTEP,88
1816,2025,Buffalo,55,St. Bonaventure,65
1817,2025,Utah Valley,61,James Madison,78
1818,2025,UNLV,65,Creighton,83
1819,2025,Omaha,70,Sacramento St.,60
1820,2025,Villanova,94,Temple,65
1821,2025,Northwestern St.,64,Houston Christian,57
1822,2025,SFA,48,A&M-Corpus Christi,67
1823,2025,Montreat,60,UT Martin,112
1824,2025,Grambling,57,Pepperdine,85
1825,2025,Idaho,62,Oregon St.,78
1826,2025,Denver,68,Portland St.,67
1827,2025,Butler,51,Houston,79
1828,2025,Texas Southern,71,Sam Houston,87
1829,2025,Lamar University,84,UTRGV,52
1830,2025,North Florida,91,Ga. Southern,93
1831,2025,NIU,57,UNI,101
1832,2025,Southern California,85,Washington,61
1833,2025,Binghamton,72,Le Moyne,62
1834,2025,Saint Joseph's,82,La Salle,68
1835,2025,Eastern Wash.,53,South Dakota St.,74
1836,2025,Central Ark.,78,Ark.-Pine Bluff,84
1837,2025,Coastal Carolina,89,Winthrop,96
1838,2025,Pacific,61,Illinois St.,72
1839,2025,Fresno St.,66,Santa Clara,81
1840,2025,Saint Mary's (CA),72,Utah,63
1841,2025,Mississippi Val.,52,Liberty,89
1842,2025,Wofford,56,Elon,79
1843,2025,ETSU,87,Wichita St.,96
1844,2025,UC Santa Barbara,60,UC Davis,71
1845,2025,Colorado St.,55,Colorado,72
1846,2025,Alcorn,78,Oklahoma,94
1847,2025,Indiana St.,80,Missouri St.,77
1848,2025,Northern Colo.,70,North Dakota St.,82
1849,2025,Cal St. Fullerton,68,UC Riverside,75
1850,2025,Weber St.,75,North Dakota,80
1851,2025,CSUN,102,Cal Poly,91
1852,2025,LIFE Pacific,52,Grand Canyon,100
1853,2025,Kansas City,62,Montana St.,74
1854,2025,Lindenwood,53,Ole Miss,86
1855,2025,Oral Roberts,55,Idaho St.,71
1856,2025,Nevada,64,LMU (CA),68
1857,2025,Utah Tech,62,Utah St.,92
1858,2025,New Mexico St.,89,New Mexico,83
1859,2025,CSU Bakersfield,60,UC San Diego,81
1860,2025,Kentucky,90,Gonzaga,89
1861,2025,San Diego,57,San Diego St.,74
1862,2025,Oklahoma St.,85,Seton Hall,76
1863,2025,Richmond,54,Auburn,98
1864,2025,Maine,72,Fordham,87
1865,2025,Maryland,78,Purdue,83
1866,2025,Vanderbilt,83,TCU,74
1867,2025,Saint Peter's,63,Iona,72
1868,2025,Merrimack,80,Niagara,62
1869,2025,Cornell,103,Army West Point,84
1870,2025,Wagner,63,UMES,61
1871,2025,Kansas,67,Missouri,76
1872,2025,Harvard,72,New Hampshire,62
1873,2025,Tarleton St.,51,UCF,66
