,year,team1,team1_score,team2,team2_score
2485,2025,Cleary,45,Duquesne,93
2486,2025,Alice Lloyd,63,Morehead St.,94
2487,2025,Coppin St.,53,Georgetown,83
2488,2025,Eastern Ky.,76,Louisville,78
2489,2025,UMES,66,Maryland,81
2490,2025,Columbia Int'l,89,Charleston So.,95
2491,2025,Delaware St.,58,Saint Joseph's,76
2492,2025,Mercer,71,Georgia St.,68
2493,2025,Loyola Maryland,65,DePaul,84
2494,2025,Ole Miss,70,Memphis,87
2495,2025,Alabama A&M,49,Georgia Tech,92
2496,2025,Ky. Christian,55,Wofford,100
2497,2025,Spartanburg Meth.,47,UNCW,99
2498,2025,Bucknell,63,Syracuse,75
2499,2025,N.C. Central,72,N.C. A&T,85
2500,2025,Eastern Mich.,64,Davidson,86
2501,2025,Mount St. Mary's,56,George Mason,64
2502,2025,Blackburn,55,Eastern Ill.,99
2503,2025,Webber Int'l,49,South Fla.,106
2504,2025,New Mexico,76,Colorado St.,68
2505,2025,Dallas,65,Sam Houston,111
2506,2025,FDU,70,Boston College,78
2507,2025,Abilene Christian,54,Texas A&M,92
2508,2025,Fairfield,72,Columbia,85
2509,2025,Howard,67,Hampton,83
2510,2025,Gonzaga,62,UCLA,65
2511,2025,Nevada,63,Wyoming,66
2512,2025,Va. Wesleyan,44,Old Dominion,82
2513,2025,Virginia-Lynchburg,50,UNC Greensboro,105
2514,2025,Bethesda (CA),59,Utah Valley,119
2515,2025,Southwestern Christ.,63,Tulsa,96
2516,2025,New Orleans,61,McNeese,86
2517,2025,Boise St.,73,San Jose St.,71
2518,2025,Nobel,60,Cal St. Fullerton,93
2519,2025,FGCU,75,Richmond,57
2520,2025,Utah St.,67,San Diego St.,66
2521,2025,Delaware,76,St. John's (NY),97
2522,2025,Southwest (NM),52,New Mexico St.,85
2523,2025,Grand Canyon,68,San Diego,55
2524,2025,Occidental,51,UC San Diego,109
2525,2025,Pepperdine,80,Santa Clara,91
2526,2025,Marshall,59,Elon,73
2527,2025,Cal Maritime,46,UC Davis,109
2528,2025,Westcliff,72,UC Santa Barbara,89
2529,2025,Biblical Stud. (TX),68,Texas Southern,103
2530,2025,Jackson St.,73,California Baptist,79
2531,2025,Pacific,60,Saint Mary's (CA),70
2532,2025,William Woods,57,Saint Louis,78
2533,2025,Mt. Marty,51,Omaha,81
2534,2025,Washington St.,89,Portland,73
2535,2025,La Sierra,52,CSUN,87
2536,2025,Northern N.M.,60,UTEP,79
2537,2025,LMU (CA),55,San Francisco,70
2538,2025,Fresno St.,77,UNLV,87
2539,2025,Indiana St.,83,Ohio St.,103
2540,2025,Northwestern St.,53,Texas,77
2541,2025,Harvard,67,Iona,61
2542,2025,Navy,76,William & Mary,82
2543,2025,JWU (Providence),51,Central Conn. St.,100
2544,2025,Stonehill,70,Lafayette,65
2545,2025,Stetson,45,Florida,85
2546,2025,Penn,66,Penn St.,86
2547,2025,Hofstra,69,Quinnipiac,75
2548,2025,Northeastern,60,Northwestern,85
2549,2025,Regis (MA),46,Holy Cross,82
2550,2025,Purdue Fort Wayne,83,Green Bay,67
2551,2025,IU Indy,81,Milwaukee,88
2552,2025,Morgan St.,68,Minnesota,90
2553,2025,Stony Brook,70,UAlbany,77
2554,2025,Binghamton,51,Marist,69
2555,2025,Boston U.,59,Maine,56
2556,2025,Detroit Mercy,64,Youngstown St.,73
2557,2025,South Carolina St.,72,Georgia,79
2558,2025,Manhattanville,60,Sacred Heart,100
2559,2025,Brewton-Parker,77,Kennesaw St.,112
2560,2025,Norfolk St.,77,High Point,74
2561,2025,Le Moyne,69,Niagara,88
2562,2025,Longwood,82,SMU,98
2563,2025,Southern Ill.,67,UNI,78
2564,2025,Chicago St.,64,Illinois,117
2565,2025,Milligan,75,Tennessee Tech,95
2566,2025,Prairie View,67,Oklahoma,89
2567,2025,Northern Ky.,93,Robert Morris,97
2568,2025,Waldorf,57,North Dakota,97
2569,2025,Wright St.,64,Cleveland St.,78
2570,2025,South Dakota St.,82,Alabama,105
2571,2025,UTSA,75,Army West Point,78
2572,2025,Belmont,46,Drake,65
2573,2025,NJIT,53,Washington,90
2574,2025,Buffalo,71,Temple,91
2575,2025,Westminster (MO),39,Southeast Mo. St.,88
2576,2025,Heidelberg,80,Kent St.,84
2577,2025,Warner,53,Coastal Carolina,75
2578,2025,Neumann,67,Lehigh,87
2579,2025,Missouri St.,40,Evansville,57
2580,2025,UMBC,96,American,93
2581,2025,Valparaiso,75,Bradley,81
2582,2025,Winthrop,68,Indiana,77
2583,2025,Schreiner,44,A&M-Corpus Christi,103
2584,2025,Midway,64,James Madison,96
2585,2025,UT Arlington,80,Texas St.,72
2586,2025,St. Thomas (MN),79,UC Riverside,81
2587,2025,Florida A&M,60,Tarleton St.,70
2588,2025,Southwestern Christ.,69,Central Ark.,87
2589,2025,UIC,73,Illinois St.,67
2590,2025,Asbury,54,Lipscomb,112
2591,2025,Brescia,46,Austin Peay,93
2592,2025,Weber St.,49,Oregon,89
2593,2025,Friends,72,Wichita St.,87
2594,2025,Toledo,64,Purdue,83
2595,2025,Texas Lutheran,48,UIW,99
2596,2025,Mississippi Val.,45,LSU,110
2597,2025,Campbell,81,North Carolina,97
2598,2025,Western Ky.,64,Michigan,112
2599,2025,Utah Tech,66,FIU,80
2600,2025,Akron,75,Princeton,76
2601,2025,Biblical Stud. (TX),55,Grambling,100
2602,2025,Cleary,39,Central Mich.,85
2603,2025,Emerson,39,UMass Lowell,101
2604,2025,Western Mich.,62,Michigan St.,80
2605,2025,Bethesda (CA),38,Sacramento St.,78
2606,2025,Siena,83,Cornell,77
2607,2025,Columbia,64,Rutgers,91
2608,2025,Columbia Int'l,53,UNC Asheville,95
2609,2025,Monmouth,58,Auburn,87
2610,2025,Presbyterian,59,South Carolina,69
2611,2025,TAMU-San Antonio,65,Lamar University,82
2612,2025,East-West U.,50,NIU,117
2613,2025,Muskingum,52,Ohio,103
2614,2025,Cincinnati,67,Kansas St.,70
2615,2025,Southeastern La.,51,McNeese,79
2616,2025,Elms,37,Vermont,121
2617,2025,New Hampshire,70,Iowa,112
2618,2025,Defiance,58,Miami (OH),141
2619,2025,Alabama St.,65,Missouri,82
2620,2025,Dallas Christian,44,UTRGV,88
2621,2025,New Orleans,56,Vanderbilt,100
2622,2025,Bryant,66,Grand Canyon,112
2623,2025,Mobile,41,South Alabama,106
2624,2025,Oakland,62,Arkansas,92
2625,2025,Houston,60,Oklahoma St.,47
2626,2025,William Carey,70,Southern Miss.,80
2627,2025,TCU,81,Arizona,90
2628,2025,Benedictine Mesa,74,Northern Ariz.,110
2629,2025,Fort Valley St.,70,Jacksonville St.,111
2630,2025,Tex. A&M-Texarkana,54,Oral Roberts,92
2631,2025,Eastern Ore.,63,Eastern Wash.,89
2632,2025,Bethune-Cookman,73,Mississippi St.,87
2633,2025,Iowa St.,79,Colorado,69
2634,2025,Southern U.,43,Nebraska,77
2635,2025,LMU (CA),59,Washington St.,73
2636,2025,Portland,79,Oregon St.,89
2637,2025,UC Irvine,71,California Baptist,63
2638,2025,Gonzaga,89,Pepperdine,82
2639,2025,Santa Clara,94,San Francisco,97
2640,2025,Pacific,65,San Diego,75
2641,2025,Nicholls,71,Seattle U,69
2642,2025,NC State,67,Virginia,70
2643,2025,West Virginia,62,Kansas,61
2644,2025,Anderson (IN),76,Ball St.,89
2645,2025,Saint Louis,88,Fordham,63
2646,2025,Seton Hall,72,Xavier,94
2647,2025,VCU,75,St. Bonaventure,77
2648,2025,Utah,56,Baylor,81
2649,2025,Davidson,57,George Mason,69
2650,2025,Wake Forest,81,Syracuse,71
2651,2025,Rhode Island,55,Duquesne,67
2652,2025,La Salle,70,Dayton,84
2653,2025,UCF,87,Texas Tech,83
2654,2025,Tulane,83,Charlotte,68
2655,2025,Massachusetts,72,Saint Joseph's,81
2656,2025,Brown,54,Kentucky,88
2657,2025,Notre Dame,75,Georgia Tech,86
2658,2025,St. Andrews,61,N.C. Central,121
2659,2025,Norfolk St.,52,Tennessee,67
2660,2025,East Carolina,69,South Fla.,75
2661,2025,UNLV,77,Air Force,58
2662,2025,George Washington,61,Richmond,66
2663,2025,SFA,62,Abilene Christian,57
2664,2025,Arizona St.,56,BYU,76
2665,2025,St. John's (NY),56,Creighton,57
2666,2025,UAB,75,North Texas,78
2667,2025,Virginia Tech,65,Duke,88
2668,2025,Walla Walla,39,Portland St.,96
2669,2025,Colorado St.,72,San Jose St.,50
2670,2025,Marquette,78,Providence,50
2671,2025,New Mexico,103,Fresno St.,89
2672,2025,Morehead St.,70,Southern Ind.,68
2673,2025,Boise St.,67,Wyoming,58
2674,2025,Utah St.,69,Nevada,64
2675,2025,Purdue Fort Wayne,68,Northern Ky.,69
2676,2025,Miami (FL),68,Boston College,78
2677,2025,VMI,69,ETSU,84
2678,2025,Youngstown St.,77,IU Indy,61
2679,2025,UNC Greensboro,68,Wofford,66
2680,2025,Furman,90,Western Caro.,61
2681,2025,Howard,65,Yale,93
2682,2025,UConn,81,DePaul,68
2683,2025,California,74,Pittsburgh,86
2684,2025,Evansville,68,Southern Ill.,53
2685,2025,Drake,70,UIC,74
2686,2025,Chattanooga,94,Mercer,99
2687,2025,Rice,70,Tulsa,64
2688,2025,Stanford,71,Clemson,85
2689,2025,North Carolina,70,Louisville,83
2690,2025,Colby-Sawyer,55,Dartmouth,108
2691,2025,Villanova,73,Butler,65
2692,2025,Bradley,90,Indiana St.,89
2693,2025,The Citadel,56,Samford,86
2694,2025,Valparaiso,73,Missouri St.,72
2695,2025,Belmont,70,UNI,76
2696,2025,Gardner-Webb,63,Charleston So.,72
2697,2025,Longwood,60,Presbyterian,68
2698,2025,Austin Peay,97,North Florida,89
2699,2025,USC Upstate,76,Winthrop,95
2700,2025,Loyola Maryland,72,Holy Cross,74
2701,2025,Troy,69,App State,61
2702,2025,Hampton,67,Col. of Charleston,94
2703,2025,Texas St.,71,Marshall,77
2704,2025,Green Bay,51,Wright St.,74
2705,2025,South Alabama,77,Georgia St.,51
2706,2025,Elon,75,N.C. A&T,67
2707,2025,ULM,82,Ga. Southern,90
2708,2025,Milwaukee,49,Oakland,65
2709,2025,American,58,Navy,81
2710,2025,Delaware,77,Northeastern,80
2711,2025,Towson,65,UNCW,61
2712,2025,Arkansas St.,78,Old Dominion,59
2713,2025,FGCU,79,West Ga.,68
2714,2025,William & Mary,74,Hofstra,56
2715,2025,Western Ky.,71,Liberty,70
2716,2025,Southern Miss.,72,James Madison,83
2717,2025,Army West Point,59,Colgate,71
2718,2025,Memphis,90,Fla. Atlantic,62
2719,2025,Northwestern,80,Penn St.,84
2720,2025,Robert Morris,76,Detroit Mercy,78
2721,2025,Louisiana,71,Coastal Carolina,68
2722,2025,Stony Brook,56,Monmouth,78
2723,2025,Bucknell,64,Lehigh,66
2724,2025,Drexel,54,Campbell,57
2725,2025,Boston U.,46,Lafayette,60
2726,2025,Stetson,87,Queens (NC),96
2727,2025,Middle Tenn.,73,FIU,69
2728,2025,Bellarmine,66,North Ala.,82
2729,2025,Lipscomb,70,Jacksonville,65
2730,2025,Radford,58,High Point,76
2731,2025,UC Irvine,98,Cal Poly,89
2732,2025,Idaho St.,72,Northern Ariz.,67
2733,2025,South Dakota,54,Kansas City,68
2734,2025,Omaha,95,North Dakota,85
2735,2025,Illinois St.,74,Murray St.,68
2736,2025,St. Thomas (MN),89,North Dakota St.,85
2737,2025,Purdue,81,Minnesota,61
2738,2025,Weber St.,72,Northern Colo.,89
2739,2025,Southern Ind.,64,Tennessee Tech,68
2740,2025,Lindenwood,74,Eastern Ill.,78
2741,2025,Rutgers,74,Indiana,84
2742,2025,Little Rock,57,UT Martin,56
2743,2025,Southeast Mo. St.,67,Tennessee St.,65
2744,2025,Eastern Ky.,89,Central Ark.,83
2745,2025,Portland,50,Gonzaga,81
2746,2025,Western Ill.,66,SIUE,77
2747,2025,Denver,70,South Dakota St.,91
2748,2025,Montana,92,Eastern Wash.,81
2749,2025,Sam Houston,71,New Mexico St.,75
2750,2025,Louisiana Tech,60,UTEP,70
2751,2025,Montana St.,64,Idaho,69
2752,2025,UC Davis,64,CSU Bakersfield,75
2753,2025,Maryland,69,Washington,75
2754,2025,UC Riverside,76,Long Beach St.,60
2755,2025,Santa Clara,81,San Diego,80
2756,2025,CSUN,95,Cal St. Fullerton,65
2757,2025,Illinois,109,Oregon,77
2758,2025,Oregon St.,61,LMU (CA),82
2759,2025,San Francisco,89,Pacific,81
2760,2025,Pepperdine,41,Saint Mary's (CA),71
2761,2025,UC Santa Barbara,64,Hawaii,61
2762,2025,Fairfield,54,Merrimack,67
2763,2025,Akron,71,Bowling Green,68
2764,2025,Le Moyne,62,LIU,78
2765,2025,Marist,70,Iona,65
2766,2025,Central Conn. St.,74,Saint Francis,59
2767,2025,Stonehill,69,Mercyhurst,76
2768,2025,Chicago St.,64,Wagner,52
2769,2025,Manhattan,95,Siena,103
2770,2025,Quinnipiac,59,Saint Peter's,46
2771,2025,Wichita St.,85,Temple,91
2772,2025,Iowa,85,Wisconsin,116
2773,2025,Michigan St.,69,Ohio St.,62
2774,2025,Xavier,63,Georgetown,69
2775,2025,Creighton,71,Marquette,79
2776,2025,Saint Joseph's,57,Saint Louis,73
2777,2025,Nevada,81,New Mexico,82
2778,2025,Florida,100,Kentucky,106
2779,2025,Kean,71,Princeton,92
2780,2025,Georgia,51,Ole Miss,63
2781,2025,Hofstra,55,Northeastern,37
2782,2025,DePaul,56,Villanova,100
2783,2025,Toledo,76,Western Mich.,70
2784,2025,Boston College,64,Georgia Tech,85
2785,2025,Dayton,62,George Washington,82
2786,2025,William & Mary,83,Stony Brook,76
2787,2025,NC State,59,Wake Forest,77
2788,2025,North Carolina,74,Notre Dame,73
2789,2025,Oklahoma St.,50,West Virginia,69
2790,2025,Richmond,72,Massachusetts,64
2791,2025,Vermont,60,New Hampshire,40
2792,2025,FGCU,83,Queens (NC),92
2793,2025,Buffalo,79,Miami (OH),93
2794,2025,Milwaukee,64,Detroit Mercy,56
2795,2025,Ball St.,75,Kent St.,67
2796,2025,Arkansas,52,Tennessee,76
2797,2025,Texas St.,61,App State,72
2798,2025,Chattanooga,81,The Citadel,68
2799,2025,Green Bay,60,Northern Ky.,78
2800,2025,Stetson,78,West Ga.,62
2801,2025,BYU,55,Houston,86
2802,2025,Bellarmine,65,Central Ark.,71
2803,2025,Duquesne,71,Davidson,77
2804,2025,Presbyterian,61,Gardner-Webb,63
2805,2025,Medgar Evers,51,NJIT,107
2806,2025,Butler,62,St. John's (NY),70
2807,2025,Charlotte,55,Rice,68
2808,2025,George Mason,59,Rhode Island,62
2809,2025,High Point,99,UNC Asheville,103
2810,2025,UCLA,58,Nebraska,66
2811,2025,Western Ky.,66,FIU,85
2812,2025,Tulsa,51,UAB,83
2813,2025,Drexel,68,N.C. A&T,59
2814,2025,Baylor,55,Iowa St.,74
2815,2025,NIU,71,Eastern Mich.,75
2816,2025,UMBC,82,Binghamton,87
2817,2025,Lipscomb,96,North Florida,64
2818,2025,South Carolina,50,Mississippi St.,85
2819,2025,ULM,51,Coastal Carolina,70
2820,2025,Maine,55,Bryant,81
2821,2025,St. Thomas (MN),88,North Dakota,80
2822,2025,Towson,69,Col. of Charleston,77
2823,2025,Omaha,85,North Dakota St.,80
2824,2025,Miami (FL),85,Virginia Tech,86
2825,2025,Indiana St.,66,Evansville,62
2826,2025,St. Bonaventure,86,Fordham,66
2827,2025,VCU,84,Loyola Chicago,65
2828,2025,Duke,89,SMU,62
2829,2025,Arizona,72,Cincinnati,67
2830,2025,Samford,88,Western Caro.,69
2831,2025,Robert Morris,79,Oakland,71
2832,2025,IU Indy,61,Cleveland St.,67
2833,2025,Austin Peay,44,Jacksonville,68
2834,2025,Jackson St.,72,Alcorn,69
2835,2025,South Alabama,76,Ga. Southern,47
2836,2025,McNeese,75,East Texas A&M,56
2837,2025,UMES,59,Norfolk St.,81
2838,2025,Weber St.,77,Northern Ariz.,80
2839,2025,Mississippi Val.,55,Alabama St.,84
2840,2025,Louisiana Tech,48,New Mexico St.,78
2841,2025,Troy,58,Marshall,57
2842,2025,UNI,73,Valparaiso,80
2843,2025,Kansas St.,62,TCU,63
2844,2025,Missouri,68,Auburn,84
2845,2025,Abilene Christian,53,Utah Valley,64
2846,2025,Monmouth,64,Delaware,84
2847,2025,Louisville,70,Virginia,50
2848,2025,South Carolina St.,86,Morgan St.,72
2849,2025,San Diego St.,76,Boise St.,68
2850,2025,Southern Miss.,71,Old Dominion,74
2851,2025,Wofford,81,ETSU,78
2852,2025,UMass Lowell,73,UAlbany,69
2853,2025,Arkansas St.,62,James Madison,67
2854,2025,Morehead St.,55,Tennessee Tech,74
2855,2025,Portland St.,53,Sacramento St.,56
2856,2025,Idaho St.,92,Northern Colo.,93
2857,2025,Furman,67,UNC Greensboro,84
2858,2025,A&M-Corpus Christi,80,Southeastern La.,71
2859,2025,Winthrop,67,Radford,87
2860,2025,N.C. Central,61,Coppin St.,63
2861,2025,Little Rock,86,Tennessee St.,95
2862,2025,Nicholls,66,Northwestern St.,68
2863,2025,Mercer,70,VMI,67
2864,2025,Lindenwood,47,SIUE,58
2865,2025,Western Ill.,75,Eastern Ill.,67
2866,2025,Vanderbilt,80,LSU,72
2867,2025,Southeast Mo. St.,63,UT Martin,66
2868,2025,Montana St.,63,Eastern Wash.,68
2869,2025,Ark.-Pine Bluff,79,Alabama A&M,89
2870,2025,UIC,87,Belmont,92
2871,2025,Montana,73,Idaho,71
2872,2025,Jacksonville St.,71,Kennesaw St.,83
2873,2025,Eastern Ky.,67,North Ala.,88
2874,2025,Grambling,55,Prairie View,73
2875,2025,Southern U.,67,Texas Southern,58
2876,2025,San Jose St.,73,UNLV,79
2877,2025,UTSA,63,Tulane,92
2878,2025,Colorado,61,Arizona St.,81
2879,2025,San Diego,54,Oregon St.,81
2880,2025,UTRGV,76,New Orleans,64
2881,2025,UIW,55,SFA,49
2882,2025,Syracuse,74,Florida St.,90
2883,2025,Bethune-Cookman,62,Florida A&M,55
2884,2025,Wyoming,70,Air Force,65
2885,2025,Middle Tenn.,63,Liberty,73
2886,2025,Oral Roberts,67,Kansas City,90
2887,2025,Oklahoma,79,Alabama,107
2888,2025,UC Davis,61,CSUN,73
2889,2025,Stanford,68,Pittsburgh,83
2890,2025,Pepperdine,87,Pacific,70
2891,2025,Charleston So.,78,Longwood,83
2892,2025,Texas Tech,93,Utah,65
2893,2025,Houston Christian,61,Lamar University,63
2894,2025,San Francisco,82,Washington St.,91
2895,2025,Ohio,57,Central Mich.,55
2896,2025,Louisiana,70,Georgia St.,94
2897,2025,Hampton,62,Elon,70
2898,2025,Youngstown St.,81,Purdue Fort Wayne,90
2899,2025,Campbell,69,UNCW,77
2900,2025,UT Arlington,74,Tarleton St.,77
2901,2025,Delaware St.,94,Howard,100
2902,2025,Texas,60,Texas A&M,80
2903,2025,Missouri St.,60,Bradley,69
2904,2025,Michigan,85,Southern California,74
2905,2025,Denver,84,South Dakota,91
2906,2025,Seattle U,59,California Baptist,61
2907,2025,Southern Utah,71,Grand Canyon,82
2908,2025,California,68,Clemson,80
2909,2025,Gonzaga,96,LMU (CA),68
2910,2025,UC San Diego,90,Cal St. Fullerton,51
2911,2025,Sam Houston,72,UTEP,81
2912,2025,Fresno St.,83,Utah St.,89
2913,2025,Long Beach St.,65,CSU Bakersfield,80
2914,2025,UC Riverside,57,UC Irvine,81
2915,2025,Saint Mary's (CA),81,Portland,58
2916,2025,Cal Poly,55,Hawaii,68
2917,2025,Indiana,77,Penn St.,71
2918,2025,Lehigh,74,Loyola Maryland,80
2919,2025,Central Conn. St.,62,Mercyhurst,50
2920,2025,FDU,71,Wagner,59
2921,2025,Army West Point,63,Boston U.,71
2922,2025,Fla. Atlantic,78,East Carolina,76
2923,2025,JWU (Providence),57,Brown,98
2924,2025,Manhattan,80,Rider,79
2925,2025,Canisius,82,Sacred Heart,99
2926,2025,Bowdoin,65,Harvard,71
2927,2025,Chicago St.,39,LIU,53
2928,2025,Iona,74,Siena,73
2929,2025,Lafayette,70,Navy,71
2930,2025,Stonehill,64,Saint Francis,60
2931,2025,Niagara,62,Mount St. Mary's,68
2932,2025,Holy Cross,64,American,75
2933,2025,Providence,84,UConn,87
2934,2025,Colgate,60,Bucknell,66
2935,2025,Northwestern,61,Purdue,79
2936,2025,Penn St.-Schuylkill,71,Cornell,123
2937,2025,Quinnipiac,62,Marist,69
2938,2025,Murray St.,66,Drake,59
2939,2025,Maryland,79,Oregon,83
2940,2025,Southern Ill.,54,Illinois St.,85
2941,2025,Illinois,81,Washington,77
2942,2025,Kansas,99,UCF,48
2943,2025,North Texas,64,Memphis,68
2944,2025,Norfolk St.,73,Delaware St.,64
2945,2025,Wisconsin,75,Rutgers,63
2946,2025,UTRGV,75,Southeastern La.,79
2947,2025,South Fla.,91,Wichita St.,72
2948,2025,Ark.-Pine Bluff,91,Alabama St.,93
2949,2025,McNeese,92,Northwestern St.,69
2950,2025,Houston Christian,83,SFA,73
2951,2025,Nicholls,83,East Texas A&M,61
2952,2025,A&M-Corpus Christi,97,New Orleans,83
2953,2025,Mississippi Val.,67,Alabama A&M,79
2954,2025,South Carolina St.,85,Coppin St.,77
2955,2025,UIW,58,Lamar University,72
2956,2025,Southern U.,84,Prairie View,80
2957,2025,Ohio St.,89,Minnesota,88
2958,2025,TCU,46,Houston,65
2959,2025,Grambling,66,Texas Southern,71
2960,2025,N.C. Central,98,Morgan St.,102
2961,2025,St. John's (NY),82,Xavier,72
2962,2025,Central Mich.,71,Akron,87
2963,2025,Arizona,75,West Virginia,56
2964,2025,Ohio,88,Buffalo,79
2965,2025,Georgia Tech,55,Syracuse,62
2966,2025,Pittsburgh,47,Duke,76
2967,2025,Clemson,64,Louisville,74
2968,2025,Kentucky,69,Georgia,82
2969,2025,Tennessee,43,Florida,73
2970,2025,Kent St.,68,NIU,50
2971,2025,Bowling Green,83,Western Mich.,79
2972,2025,Miami (OH),80,Ball St.,72
2973,2025,Eastern Mich.,87,Toledo,90
2974,2025,Tulane,69,UAB,81
2975,2025,Kansas St.,66,Oklahoma St.,79
2976,2025,Nebraska,87,Iowa,97
2977,2025,Georgetown,66,Marquette,74
2978,2025,Utah,59,Iowa St.,82
2979,2025,Cincinnati,48,Baylor,68
2980,2025,Tulsa,82,UTSA,77
2981,2025,UIC,80,Missouri St.,63
2982,2025,SIUE,60,Eastern Ill.,57
2983,2025,Mississippi St.,76,Vanderbilt,64
2984,2025,SMU,67,North Carolina,82
2985,2025,Auburn,87,Texas,82
2986,2025,LSU,67,Missouri,83
2987,2025,Texas Tech,72,BYU,67
2988,2025,Fresno St.,64,Colorado St.,91
2989,2025,Michigan,94,UCLA,75
2990,2025,Utah St.,85,San Jose St.,78
2991,2025,New Mexico,61,Wyoming,53
2992,2025,UNLV,59,Boise St.,81
2993,2025,LMU (CA),56,Saint Mary's (CA),81
2994,2025,Navy,59,Holy Cross,70
2995,2025,Loyola Maryland,72,Army West Point,74
2996,2025,Coastal Carolina,51,App State,74
2997,2025,DePaul,80,Seton Hall,85
2998,2025,Northern Ky.,61,Youngstown St.,72
2999,2025,UConn,66,Villanova,68
3000,2025,Loyola Chicago,79,La Salle,68
3001,2025,Southern California,69,Indiana,82
3002,2025,Milwaukee,73,Purdue Fort Wayne,78
3003,2025,Alabama,88,South Carolina,68
3004,2025,Florida St.,80,Miami (FL),65
3005,2025,Notre Dame,65,NC State,66
3006,2025,Murray St.,71,UNI,68
3007,2025,Ole Miss,73,Arkansas,66
3008,2025,George Washington,75,Rhode Island,67
3009,2025,Lafayette,62,Bucknell,65
3010,2025,Cleveland St.,80,Robert Morris,69
3011,2025,Lehigh,62,Colgate,67
3012,2025,Furman,67,The Citadel,63
3013,2025,Western Caro.,69,Wofford,77
3014,2025,ETSU,70,Mercer,68
3015,2025,High Point,93,Charleston So.,79
3016,2025,Fla. Atlantic,75,Charlotte,64
3017,2025,Temple,79,East Carolina,80
3018,2025,UNC Asheville,76,Longwood,85
3019,2025,Dayton,72,Massachusetts,76
3020,2025,Richmond,58,George Mason,64
3021,2025,Saint Joseph's,81,Duquesne,85
3022,2025,Colorado,74,UCF,75
3023,2025,Drake,64,Bradley,57
3024,2025,American,54,Boston U.,60
3025,2025,Winthrop,83,Gardner-Webb,89
3026,2025,Fordham,61,VCU,73
3027,2025,Presbyterian,67,USC Upstate,77
3028,2025,Southern Ill.,86,Belmont,90
3029,2025,Illinois St.,51,Evansville,69
3030,2025,Indiana St.,95,Valparaiso,98
3031,2025,St. Bonaventure,68,Saint Louis,73
3032,2025,Ga. Southern,78,Georgia St.,82
3033,2025,Butler,65,Providence,84
3034,2025,Kansas City,58,Omaha,77
3035,2025,San Diego,80,Gonzaga,93
3036,2025,South Dakota St.,72,St. Thomas (MN),73
3037,2025,Penn St.,52,Illinois,91
3038,2025,Virginia Tech,59,Stanford,70
3039,2025,Texas A&M,80,Oklahoma,78
3040,2025,Rice,59,North Texas,81
3041,2025,Arizona St.,55,Kansas,74
3042,2025,Air Force,38,San Diego St.,67
3043,2025,Virginia,61,California,75
3044,2025,Morehead St.,59,Little Rock,53
3045,2025,UNC Greensboro,78,Chattanooga,75
3046,2025,Oregon,73,Ohio St.,71
3047,2025,Binghamton,71,Maine,82
3048,2025,Purdue,68,Rutgers,50
3049,2025,Vermont,67,UMass Lowell,63
3050,2025,Detroit Mercy,61,IU Indy,95
3051,2025,Jacksonville,74,Bellarmine,59
3052,2025,North Ala.,70,FGCU,75
3053,2025,North Florida,74,Eastern Ky.,79
3054,2025,Col. of Charleston,67,Hofstra,61
3055,2025,Texas St.,74,Troy,73
3056,2025,Elon,65,William & Mary,78
3057,2025,Campbell,66,Hampton,55
3058,2025,Northeastern,73,Towson,80
3059,2025,James Madison,78,Marshall,80
3060,2025,Drexel,67,Stony Brook,51
3061,2025,UMBC,87,NJIT,64
3062,2025,UAlbany,61,New Hampshire,57
3063,2025,Central Ark.,65,Stetson,75
3064,2025,Oakland,62,Wright St.,66
3065,2025,Delaware,98,N.C. A&T,88
3066,2025,UNCW,64,Monmouth,55
3067,2025,Kennesaw St.,79,Middle Tenn.,84
3068,2025,FIU,64,Louisiana Tech,81
3069,2025,Jacksonville St.,73,Western Ky.,67
3070,2025,Washington,54,Michigan St.,88
3071,2025,North Dakota St.,110,Oral Roberts,96
3072,2025,Grand Canyon,64,Utah Valley,72
3073,2025,VMI,68,Samford,81
3074,2025,ULM,67,Southern Miss.,84
3075,2025,Old Dominion,71,Louisiana,60
3076,2025,Queens (NC),75,Lipscomb,73
3077,2025,West Ga.,72,Austin Peay,68
3078,2025,Arkansas St.,62,South Alabama,76
3079,2025,Southern Ind.,66,Southeast Mo. St.,77
3080,2025,UT Martin,85,Western Ill.,83
3081,2025,Tennessee St.,62,Lindenwood,72
3082,2025,Tarleton St.,74,Southern Utah,66
3083,2025,Tennessee Tech,69,Eastern Ill.,64
3084,2025,UT Arlington,62,Utah Tech,74
3085,2025,Liberty,76,Sam Houston,68
3086,2025,Northern Colo.,83,Montana St.,82
3087,2025,Cal St. Fullerton,53,UC Davis,63
3088,2025,Northern Ariz.,76,Montana,81
3089,2025,North Dakota,95,Denver,70
3090,2025,Pacific,95,Washington St.,94
3091,2025,Idaho,80,Sacramento St.,67
3092,2025,CSU Bakersfield,66,UC Santa Barbara,78
3093,2025,UC Irvine,77,CSUN,67
3094,2025,Oregon St.,81,Santa Clara,82
3095,2025,Eastern Wash.,59,Portland St.,64
3096,2025,Cal Poly,68,UC San Diego,95
3097,2025,Hawaii,83,UC Riverside,76
3098,2025,Portland,72,San Francisco,81
3099,2025,Merrimack,66,Sacred Heart,65
3100,2025,Kent St.,68,Buffalo,49
3101,2025,Saint Peter's,60,Niagara,70
