,year,date,team1,team1_score,team2,team2_score
3480,2023,2023-01-14,St. Thomas (MN),69,Oral Roberts,81
3481,2023,2023-01-14,Western Ill.,60,Kansas City,52
3482,2023,2023-01-14,Seattle U,85,Utah Valley,80
3483,2023,2023-01-14,Stanford,59,Washington St.,60
3484,2023,2023-01-14,Bradley,61,Drake,86
3485,2023,2023-01-14,Illinois St.,57,Southern Ill.,69
3486,2023,2023-01-14,Colorado,54,UCLA,68
3487,2023,2023-01-14,Mississippi St.,63,Auburn,69
3488,2023,2023-01-14,UT Martin,66,Southern Ind.,80
3489,2023,2023-01-14,Pepperdine,81,BYU,91
3490,2023,2023-01-14,Idaho St.,55,Montana,84
3491,2023,2023-01-14,Sam Houston,78,Utah Tech,53
3492,2023,2023-01-14,UT Arlington,66,New Mexico St.,55
3493,2023,2023-01-14,Santa Clara,92,Pacific,81
3494,2023,2023-01-14,New Mexico,76,San Diego St.,67
3495,2023,2023-01-14,San Diego,84,LMU (CA),98
3496,2023,2023-01-14,Grand Canyon,74,California Baptist,79
3497,2023,2023-01-14,Portland,75,Gonzaga,115
3498,2023,2023-01-14,Northern Colo.,69,Portland St.,67
3499,2023,2023-01-14,UC Riverside,65,UC Santa Barbara,64
3500,2023,2023-01-14,Utah,56,Southern California,71
3501,2023,2023-01-14,Saint Mary's (CA),78,San Francisco,61
3502,2023,2023-01-14,Boise St.,85,Wyoming,68
3503,2023,2023-01-15,Northwestern,78,Michigan,85
3504,2023,2023-01-15,St. John's (NY),85,UConn,74
3505,2023,2023-01-15,Marquette,76,Xavier,80
3506,2023,2023-01-15,Siena,62,Canisius,66
3507,2023,2023-01-15,Marist,66,Niagara,64
3508,2023,2023-01-15,South Fla.,81,East Carolina,70
3509,2023,2023-01-15,Rider,70,Iona,67
3510,2023,2023-01-15,Quinnipiac,58,Mount St. Mary's,51
3511,2023,2023-01-15,Fairfield,56,Saint Peter's,52
3512,2023,2023-01-15,Ohio St.,64,Rutgers,68
3513,2023,2023-01-15,Indiana St.,62,Missouri St.,64
3514,2023,2023-01-15,Memphis,61,Temple,59
3515,2023,2023-01-15,Maryland,67,Iowa,81
3516,2023,2023-01-15,Long Beach St.,70,Hawaii,79
3517,2023,2023-01-16,Hofstra,47,Towson,68
3518,2023,2023-01-16,Cornell,102,Columbia,85
3519,2023,2023-01-16,Georgetown,73,Villanova,77
3520,2023,2023-01-16,Saint Joseph's,71,La Salle,59
3521,2023,2023-01-16,Dartmouth,60,Harvard,59
3522,2023,2023-01-16,Saint Francis (PA),51,Sacred Heart,54
3523,2023,2023-01-16,Purdue,64,Michigan St.,63
3524,2023,2023-01-16,UTEP,60,Charlotte,58
3525,2023,2023-01-16,George Washington,78,George Mason,75
3526,2023,2023-01-16,Alabama St.,69,Alabama A&M,61
3527,2023,2023-01-16,Mississippi Val.,59,Florida A&M,60
3528,2023,2023-01-16,Hartford,62,UMBC,87
3529,2023,2023-01-16,Brown,78,Yale,81
3530,2023,2023-01-16,William & Mary,54,Col. of Charleston,82
3531,2023,2023-01-16,UC Davis,78,UC San Diego,70
3532,2023,2023-01-16,Illinois,78,Minnesota,60
3533,2023,2023-01-16,Delaware,58,Northeastern,59
3534,2023,2023-01-16,Cleveland St.,72,Purdue Fort Wayne,60
3535,2023,2023-01-16,Princeton,72,Penn,60
3536,2023,2023-01-16,Syracuse,78,Miami (FL),82
3537,2023,2023-01-16,St. Francis Brooklyn,73,LIU,66
3538,2023,2023-01-16,Elon,54,UNCW,62
3539,2023,2023-01-16,North Texas,64,FIU,57
3540,2023,2023-01-16,Lehigh,74,Loyola Maryland,70
3541,2023,2023-01-16,Morehouse,65,Howard,89
3542,2023,2023-01-16,N.C. A&T,79,Hampton,67
3543,2023,2023-01-16,FDU,65,Stonehill,57
3544,2023,2023-01-16,Fla. Atlantic,76,Western Ky.,62
3545,2023,2023-01-16,Ark.-Pine Bluff,77,Bethune-Cookman,71
3546,2023,2023-01-16,Wagner,62,Merrimack,57
3547,2023,2023-01-16,Cal Poly,78,UC Riverside,83
3548,2023,2023-01-16,Rice,88,UTSA,81
3549,2023,2023-01-16,Jackson St.,82,Texas Southern,84
3550,2023,2023-01-16,UAB,73,Middle Tenn.,74
3551,2023,2023-01-16,Montana,57,Eastern Wash.,64
3552,2023,2023-01-16,Montana St.,70,Idaho,74
3553,2023,2023-01-16,UC Santa Barbara,73,UC Irvine,65
3554,2023,2023-01-16,Alcorn,77,Prairie View,68
3555,2023,2023-01-16,CSUN,51,Hawaii,58
3556,2023,2023-01-16,CSU Bakersfield,46,Cal St. Fullerton,76
3557,2023,2023-01-17,Ole Miss,70,South Carolina,58
3558,2023,2023-01-17,Florida St.,84,Notre Dame,71
3559,2023,2023-01-17,Ohio,75,Toledo,90
3560,2023,2023-01-17,Rhode Island,57,Richmond,64
3561,2023,2023-01-17,NIU,81,Miami (OH),77
3562,2023,2023-01-17,Boston College,64,North Carolina,72
3563,2023,2023-01-17,Western Mich.,70,Ball St.,71
3564,2023,2023-01-17,NC State,78,Georgia Tech,66
3565,2023,2023-01-17,Davidson,61,Dayton,68
3566,2023,2023-01-17,Creighton,73,Butler,52
3567,2023,2023-01-17,Kent St.,77,Eastern Mich.,63
3568,2023,2023-01-17,Tennessee,70,Mississippi St.,59
3569,2023,2023-01-17,Houston,80,Tulane,60
3570,2023,2023-01-17,Kansas,82,Kansas St.,83
3571,2023,2023-01-17,Akron,69,Central Mich.,51
3572,2023,2023-01-17,Bowling Green,71,Buffalo,100
3573,2023,2023-01-17,Massachusetts,55,VCU,83
3574,2023,2023-01-17,UIC,66,Valparaiso,76
3575,2023,2023-01-17,Evansville,70,Southern Ill.,77
3576,2023,2023-01-17,Texas,67,Iowa St.,78
3577,2023,2023-01-17,Alabama,78,Vanderbilt,66
3578,2023,2023-01-17,Penn St.,60,Wisconsin,63
3579,2023,2023-01-17,Nevada,62,Boise St.,77
3580,2023,2023-01-17,Wyoming,74,Air Force,82
3581,2023,2023-01-17,UNLV,71,Utah St.,75
3582,2023,2023-01-17,Murray St.,65,Belmont,80
3583,2023,2023-01-17,San Jose St.,57,New Mexico,77
3584,2023,2023-01-17,Baylor,81,Texas Tech,74
3585,2023,2023-01-17,Georgia,71,Kentucky,85
3586,2023,2023-01-17,Clemson,77,Wake Forest,87
3587,2023,2023-01-18,Bucknell,68,Army West Point,66
3588,2023,2023-01-18,Hartford,84,Morgan St.,92
3589,2023,2023-01-18,UMBC,75,UMass Lowell,81
3590,2023,2023-01-18,UConn,66,Seton Hall,67
3591,2023,2023-01-18,Boston U.,45,Navy,63
3592,2023,2023-01-18,Samford,69,ETSU,59
3593,2023,2023-01-18,Presbyterian,60,USC Upstate,61
3594,2023,2023-01-18,Winthrop,66,High Point,71
3595,2023,2023-01-18,Bradley,78,Indiana St.,67
3596,2023,2023-01-18,Radford,63,Campbell,55
3597,2023,2023-01-18,Lafayette,70,American,59
3598,2023,2023-01-18,East Carolina,58,Temple,73
3599,2023,2023-01-18,TCU,65,West Virginia,74
3600,2023,2023-01-18,UNC Asheville,73,Charleston So.,63
3601,2023,2023-01-18,Cincinnati,85,South Fla.,69
3602,2023,2023-01-18,Duquesne,56,St. Bonaventure,65
3603,2023,2023-01-18,Virginia Tech,68,Virginia,78
3604,2023,2023-01-18,Auburn,67,LSU,49
3605,2023,2023-01-18,Ohio St.,60,Nebraska,63
3606,2023,2023-01-18,Florida,52,Texas A&M,54
3607,2023,2023-01-18,Gardner-Webb,59,Longwood,64
3608,2023,2023-01-18,Colgate,77,Holy Cross,71
3609,2023,2023-01-18,Wofford,71,Western Caro.,76
3610,2023,2023-01-18,Furman,77,Chattanooga,69
3611,2023,2023-01-18,Saint Louis,76,Loyola Chicago,59
3612,2023,2023-01-18,Pittsburgh,75,Louisville,54
3613,2023,2023-01-18,Illinois St.,63,UNI,65
3614,2023,2023-01-18,SMU,79,Tulsa,76
3615,2023,2023-01-18,Missouri St.,65,Drake,62
3616,2023,2023-01-18,North Ala.,78,Central Ark.,73
3617,2023,2023-01-18,Abilene Christian,54,Utah Valley,84
3618,2023,2023-01-18,Xavier,72,DePaul,73
3619,2023,2023-01-18,Utah Tech,85,Grand Canyon,89
3620,2023,2023-01-18,Providence,75,Marquette,83
3621,2023,2023-01-18,Arkansas,76,Missouri,79
3622,2023,2023-01-18,Oklahoma,56,Oklahoma St.,72
3623,2023,2023-01-18,Oregon,87,California,58
3624,2023,2023-01-18,San Diego St.,82,Colorado St.,76
3625,2023,2023-01-19,Rutgers,57,Michigan St.,70
3626,2023,2023-01-19,Oakland,83,IUPUI,77
3627,2023,2023-01-19,Purdue Fort Wayne,88,Wright St.,80
3628,2023,2023-01-19,Col. of Charleston,69,Monmouth,55
3629,2023,2023-01-19,Maine,45,Vermont,66
3630,2023,2023-01-19,Kennesaw St.,82,Stetson,81
3631,2023,2023-01-19,Liberty,66,Jacksonville,52
3632,2023,2023-01-19,Michigan,58,Maryland,64
3633,2023,2023-01-19,UNCW,46,Hofstra,70
3634,2023,2023-01-19,Georgia St.,58,Old Dominion,70
3635,2023,2023-01-19,Jacksonville St.,51,FGCU,55
3636,2023,2023-01-19,Hampton,73,Drexel,79
3637,2023,2023-01-19,App State,84,Coastal Carolina,93
3638,2023,2023-01-19,The Citadel,60,UNC Greensboro,70
3639,2023,2023-01-19,Queens (NC),90,North Florida,95
3640,2023,2023-01-19,Mercer,69,VMI,61
3641,2023,2023-01-19,Wichita St.,78,Memphis,88
3642,2023,2023-01-19,James Madison,89,Troy,87
3643,2023,2023-01-19,Northeastern,79,Stony Brook,66
3644,2023,2023-01-19,Charlotte,58,Middle Tenn.,62
3645,2023,2023-01-19,NJIT,75,Bryant,87
3646,2023,2023-01-19,William & Mary,53,Delaware,80
3647,2023,2023-01-19,ULM,72,Ga. Southern,59
3648,2023,2023-01-19,Binghamton,65,UAlbany,54
3649,2023,2023-01-19,Cleveland St.,56,Northern Ky.,57
3650,2023,2023-01-19,Purdue,61,Minnesota,39
3651,2023,2023-01-19,Towson,79,N.C. A&T,67
3652,2023,2023-01-19,SFA,71,Sam Houston,76
3653,2023,2023-01-19,Denver,75,South Dakota,60
3654,2023,2023-01-19,South Alabama,72,Southern Miss.,76
3655,2023,2023-01-19,Oral Roberts,92,North Dakota St.,69
3656,2023,2023-01-19,Marshall,81,Texas St.,73
3657,2023,2023-01-19,Tex. A&M-Commerce,63,New Orleans,58
3658,2023,2023-01-19,Kansas City,60,North Dakota,77
3659,2023,2023-01-19,Eastern Ky.,62,Lipscomb,75
3660,2023,2023-01-19,McNeese,64,Nicholls,73
3661,2023,2023-01-19,UT Martin,80,Southeast Mo. St.,60
3662,2023,2023-01-19,Youngstown St.,86,Green Bay,70
3663,2023,2023-01-19,Robert Morris,69,Milwaukee,77
3664,2023,2023-01-19,A&M-Corpus Christi,66,Lamar University,68
3665,2023,2023-01-19,Idaho,88,Northern Ariz.,83
3666,2023,2023-01-19,Omaha,61,South Dakota St.,84
3667,2023,2023-01-19,Louisiana,80,Arkansas St.,71
3668,2023,2023-01-19,Rice,72,North Texas,60
3669,2023,2023-01-19,Fla. Atlantic,83,UTSA,64
3670,2023,2023-01-19,Eastern Wash.,83,Northern Colo.,75
3671,2023,2023-01-19,UC Riverside,74,UC Davis,72
3672,2023,2023-01-19,Bellarmine,56,Austin Peay,45
3673,2023,2023-01-19,UIW,89,Houston Christian,78
3674,2023,2023-01-19,UTRGV,73,UT Arlington,85
3675,2023,2023-01-19,Morehead St.,67,SIUE,58
3676,2023,2023-01-19,Indiana,80,Illinois,65
3677,2023,2023-01-19,Tennessee Tech,77,Little Rock,75
3678,2023,2023-01-19,Northwestern St.,91,Southeastern La.,81
3679,2023,2023-01-19,Washington St.,63,Utah,77
3680,2023,2023-01-19,Eastern Ill.,74,Tennessee St.,78
3681,2023,2023-01-19,Southern Ind.,81,Lindenwood,65
3682,2023,2023-01-19,Sacramento St.,61,Idaho St.,65
3683,2023,2023-01-19,Washington,75,Colorado,72
3684,2023,2023-01-19,Western Ky.,74,Louisiana Tech,85
3685,2023,2023-01-19,FIU,61,UTEP,81
3686,2023,2023-01-19,Portland St.,68,Weber St.,84
3687,2023,2023-01-19,Southern California,66,Arizona,81
3688,2023,2023-01-19,New Mexico St.,76,Southern Utah,111
3689,2023,2023-01-19,San Diego,83,Portland,88
3690,2023,2023-01-19,LMU (CA),68,Gonzaga,67
3691,2023,2023-01-19,CSUN,52,UC Santa Barbara,72
3692,2023,2023-01-19,Tarleton St.,47,Seattle U,67
3693,2023,2023-01-19,Hawaii,68,UC Irvine,76
3694,2023,2023-01-19,Cal St. Fullerton,67,Long Beach St.,72
3695,2023,2023-01-19,UC San Diego,71,Cal Poly,64
3696,2023,2023-01-19,UCLA,74,Arizona St.,62
3697,2023,2023-01-19,Oregon St.,46,Stanford,67
3698,2023,2023-01-19,Saint Mary's (CA),73,Pepperdine,44
3699,2023,2023-01-19,BYU,76,Santa Clara,83
3700,2023,2023-01-19,Pacific,57,San Francisco,78
3701,2023,2023-01-20,Ball St.,65,Kent St.,86
3702,2023,2023-01-20,Iona,84,Manhattan,76
3703,2023,2023-01-20,Central Conn. St.,50,Wagner,72
3704,2023,2023-01-20,VCU,74,Richmond,62
3705,2023,2023-01-20,Sacred Heart,92,FDU,85
3706,2023,2023-01-20,Stonehill,73,LIU,66
3707,2023,2023-01-20,Villanova,57,St. John's (NY),49
3708,2023,2023-01-20,Saint Peter's,61,Marist,57
3709,2023,2023-01-20,Mount St. Mary's,57,Siena,72
3710,2023,2023-01-20,Niagara,62,Rider,65
3711,2023,2023-01-20,St. Francis Brooklyn,61,Saint Francis (PA),87
3712,2023,2023-01-20,Canisius,58,Fairfield,67
3713,2023,2023-01-20,Toledo,86,Buffalo,77
3714,2023,2023-01-20,Boise St.,79,New Mexico,81
3715,2023,2023-01-21,Ole Miss,57,Arkansas,69
3716,2023,2023-01-21,Syracuse,80,Georgia Tech,63
3717,2023,2023-01-21,Miami (FL),66,Duke,68
3718,2023,2023-01-21,Detroit Mercy,89,IUPUI,77
3719,2023,2023-01-21,UCF,72,South Fla.,85
3720,2023,2023-01-21,Georgetown,82,Xavier,95
3721,2023,2023-01-21,George Mason,79,Rhode Island,72
3722,2023,2023-01-21,Col. of Charleston,87,Northeastern,61
3723,2023,2023-01-21,Dayton,69,George Washington,76
3724,2023,2023-01-21,Vanderbilt,85,Georgia,82
3725,2023,2023-01-21,Loyola Maryland,53,Boston U.,66
3726,2023,2023-01-21,New Hampshire,69,UMBC,80
3727,2023,2023-01-21,TCU,83,Kansas,60
3728,2023,2023-01-21,The Citadel,60,VMI,52
3729,2023,2023-01-21,UNCW,62,Stony Brook,51
3730,2023,2023-01-21,Massachusetts,68,Saint Joseph's,74
3731,2023,2023-01-21,Navy,77,Army West Point,71
3732,2023,2023-01-21,USC Upstate,58,UNC Asheville,64
3733,2023,2023-01-21,Virginia,76,Wake Forest,67
3734,2023,2023-01-21,South Alabama,81,Coastal Carolina,85
3735,2023,2023-01-21,High Point,80,Radford,95
3736,2023,2023-01-21,Texas A&M,67,Kentucky,76
3737,2023,2023-01-21,Jacksonville St.,81,Stetson,87
3738,2023,2023-01-21,Longwood,58,Presbyterian,56
3739,2023,2023-01-21,N.C. A&T,90,William & Mary,86
3740,2023,2023-01-21,Dartmouth,90,Princeton,93
3741,2023,2023-01-21,Fordham,65,Duquesne,58
3742,2023,2023-01-21,Queens (NC),70,Jacksonville,77
3743,2023,2023-01-21,Cornell,89,Harvard,95
3744,2023,2023-01-21,DePaul,64,Providence,75
3745,2023,2023-01-21,Boston College,84,Notre Dame,72
3746,2023,2023-01-21,Liberty,73,North Florida,62
3747,2023,2023-01-21,Oral Roberts,84,North Dakota,72
3748,2023,2023-01-21,Omaha,68,South Dakota,84
3749,2023,2023-01-21,Southern Ill.,61,Missouri St.,57
3750,2023,2023-01-21,Iowa St.,59,Oklahoma St.,61
3751,2023,2023-01-21,Kansas City,75,North Dakota St.,73
3752,2023,2023-01-21,UCLA,52,Arizona,58
3753,2023,2023-01-21,Texas Tech,58,Kansas St.,68
3754,2023,2023-01-21,Gardner-Webb,63,Winthrop,61
3755,2023,2023-01-21,Holy Cross,80,Bucknell,73
3756,2023,2023-01-21,Iowa,77,Ohio St.,93
3757,2023,2023-01-21,Central Mich.,68,Ohio,96
3758,2023,2023-01-21,American,61,Colgate,62
3759,2023,2023-01-21,Delaware,74,Drexel,77
3760,2023,2023-01-21,UNI,78,UIC,72
3761,2023,2023-01-21,Nebraska,65,Penn St.,76
3762,2023,2023-01-21,Hampton,83,Monmouth,66
3763,2023,2023-01-21,La Salle,71,Saint Louis,84
3764,2023,2023-01-21,Akron,63,Western Mich.,55
3765,2023,2023-01-21,Marshall,87,Arkansas St.,78
3766,2023,2023-01-21,Georgia St.,52,Ga. Southern,58
3767,2023,2023-01-21,ETSU,78,Chattanooga,62
3768,2023,2023-01-21,St. Thomas (MN),56,Western Ill.,60
3769,2023,2023-01-21,Denver,61,South Dakota St.,76
3770,2023,2023-01-21,James Madison,70,Southern Miss.,83
3771,2023,2023-01-21,Florida St.,71,Pittsburgh,64
3772,2023,2023-01-21,Auburn,81,South Carolina,66
3773,2023,2023-01-21,NIU,88,Eastern Mich.,67
3774,2023,2023-01-21,Hawaii,67,UC Riverside,63
3775,2023,2023-01-21,UMES,76,South Carolina St.,70
3776,2023,2023-01-21,Morgan St.,56,Howard,88
3777,2023,2023-01-21,Delaware St.,55,N.C. Central,74
3778,2023,2023-01-21,Towson,66,Elon,62
3779,2023,2023-01-21,Mercer,48,UNC Greensboro,59
3780,2023,2023-01-21,Eastern Ky.,74,Austin Peay,59
3781,2023,2023-01-21,Tennessee,77,LSU,56
3782,2023,2023-01-21,Baylor,62,Oklahoma,60
3783,2023,2023-01-21,Norfolk St.,96,Coppin St.,65
3784,2023,2023-01-21,Columbia,85,Brown,97
3785,2023,2023-01-21,Bethune-Cookman,66,Jackson St.,70
3786,2023,2023-01-21,North Texas,63,UAB,52
3787,2023,2023-01-21,Colorado St.,57,Wyoming,58
3788,2023,2023-01-21,Marquette,74,Seton Hall,53
3789,2023,2023-01-21,Belmont,78,Bradley,76
3790,2023,2023-01-21,Drake,97,Evansville,61
3791,2023,2023-01-21,FIU,77,UTSA,72
3792,2023,2023-01-21,St. Bonaventure,55,Loyola Chicago,67
3793,2023,2023-01-21,Eastern Wash.,79,Northern Ariz.,76
3794,2023,2023-01-21,Tex. A&M-Commerce,73,Southeastern La.,79
3795,2023,2023-01-21,Nicholls,71,McNeese,68
3796,2023,2023-01-21,Morehead St.,72,Lindenwood,63
3797,2023,2023-01-21,Tennessee St.,77,Little Rock,89
3798,2023,2023-01-21,Eastern Ill.,78,UT Martin,91
3799,2023,2023-01-21,Southern Ind.,82,SIUE,72
3800,2023,2023-01-21,Northwestern St.,88,New Orleans,65
3801,2023,2023-01-21,NC State,69,North Carolina,80
3802,2023,2023-01-21,Miami (OH),73,Bowling Green,83
3803,2023,2023-01-21,Tennessee Tech,77,Southeast Mo. St.,84
3804,2023,2023-01-21,Florida A&M,47,Alcorn,57
3805,2023,2023-01-21,Bellarmine,49,Lipscomb,69
3806,2023,2023-01-21,Louisiana,60,Texas St.,51
3807,2023,2023-01-21,Middle Tenn.,68,Louisiana Tech,51
3808,2023,2023-01-21,ULM,53,Troy,77
3809,2023,2023-01-21,UTRGV,64,Sam Houston,83
3810,2023,2023-01-21,Campbell,78,Charleston So.,76
3811,2023,2023-01-21,Long Beach St.,112,UC San Diego,110
3812,2023,2023-01-21,Virginia Tech,50,Clemson,51
3813,2023,2023-01-21,Texas,69,West Virginia,61
3814,2023,2023-01-21,Penn,63,Yale,70
3815,2023,2023-01-21,UNLV,63,Fresno St.,76
3816,2023,2023-01-21,Southern Utah,60,Seattle U,81
3817,2023,2023-01-21,Alabama,85,Missouri,64
3818,2023,2023-01-21,Purdue Fort Wayne,54,Northern Ky.,74
3819,2023,2023-01-21,Western Caro.,65,Samford,74
3820,2023,2023-01-21,Indiana St.,73,Murray St.,82
3821,2023,2023-01-21,Texas Southern,70,Alabama A&M,59
3822,2023,2023-01-21,San Jose St.,74,Utah St.,75
3823,2023,2023-01-21,Pepperdine,76,Portland,91
3824,2023,2023-01-21,Cal Poly,63,UC Davis,65
3825,2023,2023-01-21,Southern U.,55,Ark.-Pine Bluff,62
3826,2023,2023-01-21,Prairie View,55,Alabama St.,56
3827,2023,2023-01-21,UT Arlington,68,Abilene Christian,84
3828,2023,2023-01-21,Cleveland St.,85,Wright St.,77
3829,2023,2023-01-21,Lafayette,49,Lehigh,61
3830,2023,2023-01-21,Robert Morris,72,Green Bay,38
3831,2023,2023-01-21,Kennesaw St.,65,FGCU,63
3832,2023,2023-01-21,Grambling,65,Mississippi Val.,61
3833,2023,2023-01-21,UIW,70,Lamar University,64
3834,2023,2023-01-21,Youngstown St.,75,Milwaukee,88
3835,2023,2023-01-21,Charlotte,75,Western Ky.,71
3836,2023,2023-01-21,Valparaiso,71,Illinois St.,51
3837,2023,2023-01-21,App State,72,Old Dominion,58
3838,2023,2023-01-21,Washington,61,Utah,86
3839,2023,2023-01-21,Tulane,79,Tulsa,81
3840,2023,2023-01-21,A&M-Corpus Christi,78,Houston Christian,90
3841,2023,2023-01-21,Santa Clara,58,Saint Mary's (CA),77
3842,2023,2023-01-21,Utah Valley,76,Grand Canyon,74
3843,2023,2023-01-21,Idaho,67,Northern Colo.,73
3844,2023,2023-01-21,Portland St.,72,Idaho St.,65
3845,2023,2023-01-21,BYU,74,San Francisco,82
3846,2023,2023-01-21,Central Ark.,66,North Ala.,82
3847,2023,2023-01-21,Florida,61,Mississippi St.,59
3848,2023,2023-01-21,Montana St.,67,Montana,64
3849,2023,2023-01-21,Fla. Atlantic,67,UTEP,59
3850,2023,2023-01-21,Sacramento St.,48,Weber St.,50
3851,2023,2023-01-21,New Mexico St.,76,Utah Tech,89
3852,2023,2023-01-21,Gonzaga,99,Pacific,90
3853,2023,2023-01-21,San Diego St.,70,Air Force,60
3854,2023,2023-01-21,Tarleton St.,48,California Baptist,77
3855,2023,2023-01-21,Cal St. Fullerton,66,CSUN,69
3856,2023,2023-01-21,CSU Bakersfield,58,UC Santa Barbara,76
3857,2023,2023-01-21,Southern California,77,Arizona St.,69
3858,2023,2023-01-21,Oregon,64,Stanford,71
3859,2023,2023-01-22,Central Conn. St.,58,LIU,42
3860,2023,2023-01-22,Michigan St.,69,Indiana,82
3861,2023,2023-01-22,Butler,56,UConn,86
3862,2023,2023-01-22,Bryant,79,UMass Lowell,98
3863,2023,2023-01-22,Minnesota,56,Michigan,60
3864,2023,2023-01-22,Sacred Heart,58,Wagner,68
3865,2023,2023-01-22,Merrimack,63,St. Francis Brooklyn,55
3866,2023,2023-01-22,Maryland,55,Purdue,58
3867,2023,2023-01-22,Memphis,75,Cincinnati,68
3868,2023,2023-01-22,NJIT,69,Vermont,85
3869,2023,2023-01-22,Manhattan,65,Rider,67
3870,2023,2023-01-22,Canisius,82,Quinnipiac,87
3871,2023,2023-01-22,Fairfield,62,Siena,52
3872,2023,2023-01-22,Binghamton,57,Maine,78
3873,2023,2023-01-22,Marist,55,Mount St. Mary's,59
3874,2023,2023-01-22,Niagara,59,Saint Peter's,57
3875,2023,2023-01-22,Oregon St.,68,California,48
3876,2023,2023-01-22,Wichita St.,71,SMU,69
3877,2023,2023-01-22,Temple,56,Houston,55
3878,2023,2023-01-22,Furman,96,Wofford,82
3879,2023,2023-01-22,Stonehill,70,FDU,59
3880,2023,2023-01-22,Washington St.,55,Colorado,58
3881,2023,2023-01-23,Wisconsin,63,Northwestern,66
3882,2023,2023-01-23,North Dakota,80,Western Ill.,92
3883,2023,2023-01-23,Chicago St.,74,Coastal Carolina,70
3884,2023,2023-01-23,Duke,75,Virginia Tech,78
3885,2023,2023-01-23,Colgate,64,Boston U.,51
3886,2023,2023-01-23,Oakland,76,Detroit Mercy,67
3887,2023,2023-01-23,Penn,76,Hartford,52
3888,2023,2023-01-23,Delaware St.,88,South Carolina St.,85
3889,2023,2023-01-23,Coppin St.,76,Howard,90
3890,2023,2023-01-23,UMES,59,N.C. Central,58
3891,2023,2023-01-23,Norfolk St.,71,Morgan St.,77
3892,2023,2023-01-23,Bethune-Cookman,68,Alcorn,76
3893,2023,2023-01-23,Southern U.,84,Mississippi Val.,70
3894,2023,2023-01-23,Texas Southern,71,Alabama St.,65
3895,2023,2023-01-23,Grambling,77,Ark.-Pine Bluff,70
3896,2023,2023-01-23,Florida A&M,58,Jackson St.,59
3897,2023,2023-01-23,Prairie View,59,Alabama A&M,67
3898,2023,2023-01-23,New Mexico,94,Nevada,97
3899,2023,2023-01-23,Kansas,69,Baylor,75
3900,2023,2023-01-24,Penn St.,45,Rutgers,65
3901,2023,2023-01-24,Miami (FL),86,Florida St.,63
3902,2023,2023-01-24,Miami (OH),68,Akron,73
3903,2023,2023-01-24,Davidson,64,La Salle,57
3904,2023,2023-01-24,Eastern Mich.,79,Toledo,84
3905,2023,2023-01-24,Tulsa,66,East Carolina,76
3906,2023,2023-01-24,Notre Dame,82,NC State,85
3907,2023,2023-01-24,DePaul,76,Georgetown,81
3908,2023,2023-01-24,Buffalo,91,Ball St.,65
3909,2023,2023-01-24,Ohio St.,60,Illinois,69
3910,2023,2023-01-24,Missouri,89,Ole Miss,77
3911,2023,2023-01-24,Bowling Green,83,Central Mich.,61
3912,2023,2023-01-24,Western Mich.,76,Ohio,88
3913,2023,2023-01-24,LSU,40,Arkansas,60
3914,2023,2023-01-24,Kent St.,76,NIU,86
3915,2023,2023-01-24,Oklahoma,52,TCU,79
3916,2023,2023-01-24,Murray St.,64,Southern Ill.,68
3917,2023,2023-01-24,UIC,59,Missouri St.,63
3918,2023,2023-01-24,Fresno St.,53,Boise St.,63
3919,2023,2023-01-24,Indiana St.,68,Drake,70
3920,2023,2023-01-24,Kentucky,69,Vanderbilt,53
3921,2023,2023-01-24,Kansas St.,76,Iowa St.,80
3922,2023,2023-01-24,Oklahoma St.,75,Texas,89
3923,2023,2023-01-24,North Carolina,72,Syracuse,68
3924,2023,2023-01-24,Georgia Tech,51,Clemson,72
3925,2023,2023-01-24,Air Force,52,San Jose St.,82
3926,2023,2023-01-24,Wyoming,72,UNLV,86
3927,2023,2023-01-25,UAlbany,65,New Hampshire,84
3928,2023,2023-01-25,Presbyterian,80,UNC Asheville,88
3929,2023,2023-01-25,Xavier,82,UConn,79
3930,2023,2023-01-25,IUPUI,75,Purdue Fort Wayne,81
3931,2023,2023-01-25,South Fla.,76,Temple,79
3932,2023,2023-01-25,Army West Point,61,American,63
3933,2023,2023-01-25,VMI,50,UNC Greensboro,62
3934,2023,2023-01-25,Samford,84,Furman,91
3935,2023,2023-01-25,Houston,82,UCF,71
3936,2023,2023-01-25,UMass Lowell,70,Maine,75
3937,2023,2023-01-25,Vermont,80,Binghamton,55
3938,2023,2023-01-25,Navy,63,Bucknell,46
3939,2023,2023-01-25,Campbell,72,High Point,64
3940,2023,2023-01-25,Loyola Chicago,58,Duquesne,72
3941,2023,2023-01-25,Dayton,70,Rhode Island,75
3942,2023,2023-01-25,Stonehill,56,Hartford,73
3943,2023,2023-01-25,USC Upstate,66,Gardner-Webb,78
3944,2023,2023-01-25,Wisconsin,55,Maryland,73
3945,2023,2023-01-25,South Carolina,60,Florida,81
3946,2023,2023-01-25,Loyola Maryland,46,Lafayette,62
3947,2023,2023-01-25,UMBC,65,NJIT,69
3948,2023,2023-01-25,Fordham,79,St. Bonaventure,68
3949,2023,2023-01-25,George Mason,52,VCU,72
3950,2023,2023-01-25,Wofford,85,Chattanooga,80
3951,2023,2023-01-25,The Citadel,81,Western Caro.,70
3952,2023,2023-01-25,Lehigh,74,Holy Cross,68
